Latitude,Longitude,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
43.932,147.813,33,4.5,362,5.9,0,0.04,7,228,0.6946,1.5,0.82,1
16.113,-61.034,33,4.5,183,5.7,0,0.098,7,228,0.6946,1.5,0.71,1
-0.657,-22.074,10,4.5,78,5.5,0,0,7,228,0.6946,1.5,0.93,1
6.917,126.842,83.6,9.1,68,5.5,0,0,7,228,0.6946,1.5,1.38,1
6.772,126.867,33,9.1,113,5.6,0,0,7,228,0.6946,1.5,0.89,1
5.846,127.349,53.4,24.8,46,5.7,0,0,7,228,0.6946,1.5,1.34,1
-33.443,-72.233,10,24.8,167,5.9,0,0,7,228,0.6946,1.5,1.16,1
15.55,-92.899,91.9,4.3,210,5.6,0,0,7,228,0.6946,1.5,1.14,1
-18.491,176.054,33,4.3,109,5.6,0,0,7,228,0.6946,1.5,0.86,1
-14.928,167.17,103,4.3,372,7.1,1,0,7,228,0.6946,1.5,1.15,1
57.078,-153.211,33,4.3,549,7,0,0,7,228,0.6946,1.5,1.17,1
48.89,-129.31,10,4.3,341,6,0,0,7,228,0.6946,1.5,1.17,1
-18.785,-176.734,10,4.3,91,5.9,1,0,7,228,0.6946,1.5,1.06,1
-15.578,-74.809,39.1,9.1,94,5.7,0,0,7,228,0.6946,1.5,0.85,1
-16.95,-174.995,258,9.1,206,5.5,0,0.098,7,228,0.6946,1.5,0.76,1
17.333,120.908,33,9.1,221,5.5,0,0,7,228,0.6946,1.5,0.94,1
40.74,-125.284,5.6,9.1,179,5.6,0,0,7,228,0.6946,1.5,0.94,1
13.049,-88.66,60,9.1,427,7.7,0,0.041,7,228,0.6946,1.5,1.13,1
22.094,143.751,87.3,9.1,238,5.9,0,0,7,228,0.6946,1.5,0.97,1
13.118,-88.594,48.8,9.1,246,5.7,0,0,7,228,0.6946,1.5,1.07,1
13.181,-88.792,67.7,9.1,187,5.6,0,0.04,7,228,0.6946,1.5,1.32,1
-40.344,78.362,10,9.1,87,6.4,0,0,7,228,0.6946,1.5,1.07,1
13.076,-88.58,74.6,9.1,168,5.8,0,0.065,7,228,0.6946,1.5,1.12,1
13.017,-88.596,44,9.1,220,5.7,0,0.054,7,228,0.6946,1.5,1.23,1
12.985,-88.697,62.6,9.1,258,5.7,0,0.062,7,228,0.6946,1.5,1.2,1
-3.957,101.746,33,9.1,330,6,3,0,87,228,0.6946,1.5,0.86,1
-4.022,101.776,28,9.1,117,6.9,1,0.042,87,228,0.6946,1.5,1.22,1
-4.308,101.648,33,9.1,113,5.6,3,0,29,228,0.6946,1.5,1.04,1
-4.194,101.604,57.7,9.1,198,5.7,0,0,29,228,0.6946,1.5,0.97,1
-13.773,66.187,10,9.1,41,5.5,0,0,29,228,0.6946,1.5,1.17,1
2.49,126.344,38.2,4,93,5.6,0,0,29,228,0.6946,1.5,1.04,1
15.402,-92.718,93.2,4,357,6,0,0,29,228,0.6946,1.5,1.14,1
-11.662,166.38,50,4,215,6.3,0,0,29,228,0.6946,1.5,1.1,1
-58.161,-9.472,33,4,37,6,0,0,29,228,0.6946,1.5,1.34,1
2.874,126.529,74.7,15.7,74,5.5,0,0,29,228,0.6946,1.5,1.12,1
10.172,126.223,33,15.7,90,5.6,0,0,29,228,0.6946,1.5,1.15,1
14.017,-90.907,64.4,15.7,271,5.9,1,0,29,228,0.6946,1.5,0.94,1
49.33,-128.79,10,15.7,197,5.9,1,0,29,228,0.6946,1.5,0.94,1
29.992,142.036,54.6,15.7,109,5.6,0,0,29,228,0.6946,1.5,1.09,1
-54.426,-133.802,10,15.7,45,5.6,0,0,29,228,0.6946,1.5,1.25,1
-0.198,99.245,77.8,11.8,100,5.6,0,0,29,228,0.6946,1.5,1.13,1
-0.596,-19.863,10,11.8,231,5.7,0,0.054,29,228,0.6946,1.5,1.38,1
60.114,-152.363,86.9,11.8,264,5.5,0,0,29,228,0.6946,1.5,1.38,1
12.907,-88.879,33,11.8,172,5.6,0,0.093,29,228,0.6946,1.5,1.27,1
23.419,70.232,16,11.8,472,7.7,0,0.063,29,228,0.6946,1.5,1.25,1
23.316,69.981,10,11.8,109,5.5,4,0.122,73,228,0.6946,1.5,1.07,1
-10.846,161.578,77.4,10.9,67,5.6,0,0.048,73,228,0.6946,1.5,1.02,1
-4.352,-76.872,117.2,10.9,308,5.5,0,0.048,73,228,0.6946,1.5,0.77,1
23.507,70.517,10,10.9,363,5.8,0,0.063,73,228,0.6946,1.5,1.27,1
-0.677,133.334,33,10.9,159,6.2,0,0,73,228,0.6946,1.5,1.04,1
-5.9,147.048,99.9,10.9,105,5.6,0,0.083,73,228,0.6946,1.5,0.96,1
51.437,-177.797,33,3.7,434,6,0,0,73,228,0.6946,1.5,0.88,1
12.819,-88.969,54.4,3.7,249,5.7,0,0,73,228,0.6946,1.5,1.17,1
-19.273,-176.111,33,3.7,72,5.5,0,0.055,73,228,0.6946,1.5,1,1
13.211,-88.941,63.6,3.7,229,5.8,0,0,73,228,0.6946,1.5,1.1,1
52.751,153.848,426.6,3.7,489,5.7,0,0.049,73,228,0.6946,1.5,0.72,1
24.269,125.112,15.7,3.5,206,5.8,0,0,73,228,0.6946,1.5,1.06,1
-19.078,-176.074,33,3.5,78,5.8,0,0,73,228,0.6946,1.5,1.11,1
-6.15,147.758,43.6,3.5,103,5.5,0,0,73,228,0.6946,1.5,1.07,1
13.671,-88.938,10,3.5,273,6.6,0,0,73,228,0.6946,1.5,1.44,1
-4.68,102.562,36,3.5,221,7.4,0,0,73,228,0.6946,1.5,1.31,1
-5.164,102.488,33,3.5,146,5.6,0,0,73,228,0.6946,1.5,1.05,1
48.544,153.297,147.8,3.5,495,5.6,0,0.054,73,228,0.6946,1.5,0.83,1
-19.494,177.33,10,3.5,183,6.1,0,0.067,73,228,0.6946,1.5,1.28,1
-19.691,177.39,10,3.5,192,6.2,0,0.038,73,228,0.6946,1.5,1.07,1
-5.56,148.304,168.6,3.5,213,5.6,0,0,73,228,0.6946,1.5,0.85,1
-7.161,117.488,521,3.5,371,6.1,0,0,73,228,0.6946,1.5,0.93,1
-15.345,-70.475,210.1,3.5,280,5.5,0,0,73,228,0.6946,1.5,1.19,1
13.062,-88.909,33,3.5,148,5.5,0,0,73,228,0.6946,1.5,1.33,1
20.247,122.428,33,3.5,132,5.5,0,0.052,73,228,0.6946,1.5,1.08,1
53.92,-133.61,20,3.5,380,6.2,0,0,73,228,0.6946,1.5,1.08,1
-47.456,32.386,10,3.5,178,6,0,0,73,228,0.6946,1.5,1.12,1
-45.097,-79.284,10,3.5,52,5.8,0,0,73,228,0.6946,1.5,1.05,1
-11.276,-74.514,33,3.5,281,5.7,0,0,73,228,0.6946,1.5,1.02,1
-4.9,102.448,33,3.5,171,5.7,0,0,73,228,0.6946,1.5,1.26,1
6.622,126.923,75.3,5.4,112,5.5,0,0,73,228,0.6946,1.5,1.1,1
-27.821,-71.455,29.6,5.4,106,5.6,0,0,73,228,0.6946,1.5,1.06,1
17.448,-83.588,10,5.4,219,5.5,0,0,73,228,0.6946,1.5,0.81,1
29.513,101.129,33,5.4,368,5.6,0,0,73,228,0.6946,1.5,1.05,1
-30.715,-178.263,59.9,5.4,93,5.5,0,0.026,73,228,0.6946,1.5,1.01,1
1.271,126.249,35,5.4,426,7.1,0,0,73,228,0.6946,1.5,1.05,1
1.559,126.354,33,5.4,111,5.8,0,0,73,228,0.6946,1.5,1.35,1
1.555,126.431,33,5.4,208,6.2,0,0.06,73,228,0.6946,1.5,1.16,1
37.217,142.146,33,5.4,231,5.9,0,0,73,228,0.6946,1.5,1.01,1
-1.143,67.789,10,5.4,19,5.6,0,0,73,228,0.6946,1.5,1.29,1
36.424,70.881,202.5,5.4,466,6.2,1,0,73,228,0.6946,1.5,0.95,1
46.815,144.525,392,5.4,453,6.1,0,0,73,228,0.6946,1.5,0.82,1
-43.31,39.283,10,5.4,31,5.6,0,0,73,228,0.6946,1.5,1.22,1
6.582,126.852,60.5,6.6,126,5.8,0,0,73,228,0.6946,1.5,1.09,1
-6.944,155.833,33,6.6,185,5.6,0,0,73,228,0.6946,1.5,0.83,1
-21.986,170.207,10,6.6,243,6.7,0,0.058,73,228,0.6946,1.5,1.11,1
-22.002,170.108,10,6.6,110,6.3,0,0.054,73,228,0.6946,1.5,1.12,1
-22.09,169.992,10,6.6,75,5.6,3,0,9,228,0.6946,1.5,1.13,1
13.283,-88.827,65.3,6.6,179,6.1,1,0.069,9,228,0.6946,1.5,0.99,1
47.149,-122.7266667,51.798,0.92,67,6.8,0,0.03,0,31,0.6946,0.517,0.2,1
-22.293,170.324,10,0.92,64,5.8,0,0.041,0,31,0.6946,0.517,1.32,1
-38.766,-74.555,33,0.92,188,5.9,0,0.071,0,31,0.6946,0.517,1.12,1
-49.736,117.537,10,0.92,91,5.5,0,0,0,31,0.6946,0.517,1.06,1
28.564,129.002,79.8,0.92,214,5.5,0,0.045,0,31,0.6946,0.517,1.07,1
34.369,86.902,33,0.92,201,5.9,0,0,0,31,0.6946,0.517,1.3,1
-54.588,157.271,10,0.92,134,6.4,1,0,0,31,0.6946,0.517,0.99,1
-10.43,161.298,89.5,0.92,110,5.7,0,0.035,0,31,0.6946,0.517,0.81,1
-6.81,-12.911,10,0.92,162,6,0,0,0,31,0.6946,0.517,0.98,1
-25.373,-177.966,231,0.92,352,5.8,0,0.071,0,31,0.6946,0.517,0.78,1
-35,-179.558,33,0.92,73,5.6,0,0,0,31,0.6946,0.517,1.14,1
-7.206,106.116,33,0.92,256,5.8,0,0,0,31,0.6946,0.517,0.91,1
18.772,121.218,33,0.92,215,5.7,0,0,0,31,0.6946,0.517,1.01,1
0.451,121.892,109.4,0.92,313,6,1,0,0,31,0.6946,0.517,0.83,1
8.656,94.013,33,0.92,324,6,0,0,0,31,0.6946,0.517,1.04,1
-32.321,-71.492,37,0.92,297,6,1,0,0,31,0.6946,0.517,0.9,1
13.144,-88.699,48.9,0.92,297,5.9,0,0.08,0,31,0.6946,0.517,1.24,1
-20.414,-68.743,115,0.92,177,5.8,1,0,0,31,0.6946,0.517,1.06,1
46.691,151.298,103.1,0.92,430,5.5,1,0,0,31,0.6946,0.517,0.76,1
12.54,-87.399,95.5,3.7,253,5.7,0,0,0,31,0.6946,0.517,1.07,1
-4.029,128.02,33,3.7,206,6.5,0,0.06,0,31,0.6946,0.517,1.07,1
-3.999,127.847,33,3.7,103,5.8,3,0.073,38,31,0.6946,0.517,1.09,1
-4.527,153.114,33,3.7,216,5.9,1,0,38,31,0.6946,0.517,0.89,1
32.951,46.625,33,3.7,231,5.5,1,0,38,31,0.6946,0.517,1.24,1
44.071,148.054,33,3.7,480,6,0,0,38,31,0.6946,0.517,0.81,1
34.083,132.526,50,3.7,596,6.8,0,0,38,31,0.6946,0.517,0.85,1
13.082,-88.939,33,3.7,180,5.8,0,0,38,31,0.6946,0.517,1.15,1
-34.734,-109.015,10,3.7,34,5.5,0,0.046,38,31,0.6946,0.517,1.26,1
-59.574,-26.263,33,3.7,48,5.5,0,0,38,31,0.6946,0.517,1.13,1
-2.747,138.899,33,3.7,141,5.5,0,0.106,38,31,0.6946,0.517,0.9,1
-34.409,55.464,10,3.7,173,5.5,0,0.089,38,31,0.6946,0.517,0.87,1
11.848,147.325,56.5,3.7,125,5.7,1,0,38,31,0.6946,0.517,1.11,1
40.589,141.772,63.8,3.7,309,5.5,0,0.068,38,31,0.6946,0.517,0.85,1
-3.386,149.098,33,3.7,23,5.6,0,0.035,38,31,0.6946,0.517,1.29,1
-5.176,132.369,33,3.7,176,6.4,0,0,38,31,0.6946,0.517,0.99,1
-34.405,55.464,10,3.7,158,5.5,0,0,38,31,0.6946,0.517,0.84,1
21.705,143.325,33,3.7,185,5.8,0,0.035,38,31,0.6946,0.517,0.95,1
-27.554,-176.336,33,3.7,184,6.2,0,0,38,31,0.6946,0.517,1.06,1
-4.381,102.199,64.9,3.7,175,5.5,0,0.063,38,31,0.6946,0.517,1.05,1
-32.668,-73.109,11,3.7,314,6.7,0,0,38,31,0.6946,0.517,1.14,1
24.768,99.061,10,3.7,148,5.6,0,0,38,31,0.6946,0.517,1.1,1
-59.723,-25.586,26,3.7,132,6.2,0,0.127,38,31,0.6946,0.517,1.13,1
42.729,145.305,33,3.7,336,5.6,0,0.075,38,31,0.6946,0.517,0.81,1
-17.093,168.386,17.2,22.5,93,5.6,0,0.093,38,31,0.6946,0.517,1.13,1
30.092,141.768,10,22.5,358,6,0,0,38,31,0.6946,0.517,1.17,1
-20.777,-70.476,33,22.5,152,5.6,0,0,38,31,0.6946,0.517,0.97,1
51.239,-179.78,33,22.5,426,5.9,0,0.032,38,31,0.6946,0.517,0.97,1
-7.414,155.964,10,22.5,219,5.9,0,0.059,38,31,0.6946,0.517,0.85,1
-7.455,155.893,12,22.5,255,6,0,0.071,38,31,0.6946,0.517,0.88,1
-7.306,155.965,20,22.5,281,6.2,0,0.056,38,31,0.6946,0.517,0.92,1
-7.41,155.865,17,22.5,282,6.7,0,0.043,38,31,0.6946,0.517,1.03,1
-7.56,155.955,10,22.5,141,5.6,0,0,38,31,0.6946,0.517,1.07,1
-46.293,95.97,10,22.5,20,5.5,0,0.089,38,31,0.6946,0.517,1.42,1
-13.552,-76.655,38.8,22.5,132,5.6,0,0,38,31,0.6946,0.517,0.99,1
-29.103,-67.52,127.8,22.5,239,5.8,1,0,38,31,0.6946,0.517,1.12,1
-5.205,132.372,33,22.5,73,5.5,0,0,38,31,0.6946,0.517,0.95,1
-19.407,-173.834,33,22.5,167,5.8,0,0,38,31,0.6946,0.517,0.95,1
18.449,120.658,50.8,11,74,5.5,0,0,38,31,0.6946,0.517,1.01,1
-7.51,155.923,10,11,60,5.5,0,0,38,31,0.6946,0.517,0.89,1
32.824,132.023,33,11,305,5.7,0,0.061,38,31,0.6946,0.517,0.75,1
-9.183,106.487,33,11,198,5.5,0,0,38,31,0.6946,0.517,0.89,1
43.097,145.923,86,11,490,6,0,0.054,38,31,0.6946,0.517,0.81,1
8.338,-103.21,10,11,108,5.7,0,0.045,38,31,0.6946,0.517,1.04,1
-18.064,-176.937,351.8,11,525,6.9,1,0.039,38,31,0.6946,0.517,1.08,1
18.736,-104.545,10,11,259,6.2,0,0.058,38,31,0.6946,0.517,1.25,1
43.881,147.392,47.9,11,393,5.5,0,0.08,38,31,0.6946,0.517,0.76,1
0.462,126.299,33,11,152,5.8,0,0,38,31,0.6946,0.517,1.14,1
-23.523,-111.878,10,11,202,5.7,0,0.043,38,31,0.6946,0.517,0.65,1
-24.457,-116.076,10,11,115,5.6,0,0,38,31,0.6946,0.517,1,1
-14.927,-173.468,33,11,80,5.7,0,0,38,31,0.6946,0.517,1.38,1
-56.186,-144.471,10,11,101,6.2,1,0.13,38,31,0.6946,0.517,1.27,1
18.777,-104.165,33,11,185,5.5,0,0,38,31,0.6946,0.517,1.22,1
13.605,-88.795,10,11,192,5.7,0,0.046,38,31,0.6946,0.517,1.27,1
53.641,-164.319,42,11,495,5.5,0,0,38,31,0.6946,0.517,1.05,1
-10.318,161.232,67.9,11,314,6.3,0,0,38,31,0.6946,0.517,1.01,1
-34.916,-108.065,10,11,111,5.5,0,0,38,31,0.6946,0.517,0.99,1
-27.173,-176.898,33,11,192,5.7,0,0,38,31,0.6946,0.517,0.76,1
-28.06,-66.553,176.5,11,222,5.6,0,0,38,31,0.6946,0.517,1.02,1
-4.236,143.422,133,11,94,5.5,0,0,38,31,0.6946,0.517,0.79,1
0.414,97.784,33,11,252,5.9,0,0.058,38,31,0.6946,0.517,1.05,1
-7.53,155.888,33,11,153,5.6,0,0,38,31,0.6946,0.517,0.97,1
-19.903,-177.515,368.7,11,364,6,0,0,38,31,0.6946,0.517,1.05,1
18.816,-104.446,33,11,193,6.3,0,0.06,38,31,0.6946,0.517,1.26,1
2.774,-95.358,10,11,54,5.5,0,0.044,38,31,0.6946,0.517,1.31,1
-17.708,-178.703,567.2,11,178,5.6,0,0,38,31,0.6946,0.517,0.81,1
27.689,101.003,33,11,168,5.5,0,0.05,38,31,0.6946,0.517,1.01,1
-38.868,175.392,260.9,11,107,5.5,1,0,38,31,0.6946,0.517,0.94,1
44.268,148.393,33,11,400,6.7,0,0,38,31,0.6946,0.517,0.85,1
-7.869,110.179,143.1,11,283,6.3,0,0,38,31,0.6946,0.517,1.2,1
