Latitude,Longitude,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
-2.296,28.9,10,5.2,415,5.9,1,0,289,19.5,0.01622,0.14,0.78,0
-56.272,-27.043,99.7,5.2,78,5.6,0,0,289,39.9,0.01622,0.14,1,0
19.028,-66.902,14.5,5.2,291,5.5,0,0,289,16.2,0.01622,0.14,1,0
-20.166,-70.037,35,5.2,375,6.3,0,0,289,45,0.01622,0.14,0.87,0
-3.517,118.07,13,5.2,202,5.9,0,0,289,38.2,0.01622,0.14,1.16,0
1.228,122.653,35.6,5.2,86,5.8,0,0.029,289,47,0.01622,0.14,1.08,0
-22.539,-179.238,465.2,5.8,231,5.6,0,0,289,34.1,0.01622,0.14,0.88,0
-7.582,116.819,321.7,5.8,220,5.7,0,0,289,42.3,0.01622,0.14,0.86,0
10.671,-41.899,9,5.8,600,6.9,0,0,289,24.9,0.01622,0.14,0.85,0
-0.236,125.084,38,5.8,204,6,0,0.175,289,28,0.01622,0.14,1.15,0
-60.797,-25.586,8,5.8,264,6.6,0,0.059,289,18,0.01622,0.14,1.15,0
-3.008,101.21,47.3,5.8,307,5.5,0,0.132,289,29.2,0.01622,0.14,0.86,0
16.357,-94.304,83,5.8,521,6.5,0,0.103,289,27.6,0.01622,0.14,1.01,0
-8.158,128.644,19,5.8,370,6.2,0,0.052,289,33.4,0.01622,0.14,0.93,0
36.501,21.67,29,5.8,645,6.9,0,0,289,30.6,0.01622,0.14,1.31,0
36.345,21.863,28,5.8,650,6.5,0,0.044,289,30.7,0.01622,0.14,1.19,0
-61.294,154.249,10,5.8,31,5.7,0,0,289,72.3,0.01622,0.14,1.14,0
-21.346,-68.385,130.1,5.8,428,6.1,1,0.061,289,36.8,0.01622,0.14,0.96,0
2.768,95.964,26,5.8,607,7.4,0,0.068,289,16.4,0.01622,0.14,0.97,0
-52.917,-46.492,10,5.8,32,5.5,3,0.035,5,86.9,0.01622,0.14,1.07,0
-53.015,-46.542,10,5.8,57,5.6,3,0,17,60.3,0.01622,0.14,1.01,0
36.288,21.775,9.9,5.3,568,6.2,0,0.061,17,42.3,0.01622,0.14,1.29,0
77.079,18.571,12,5.3,637,6.1,0,0,17,23.9,0.01622,0.14,0.81,0
41.1444,-114.8721,7.9,1.9,18,6.2,6,0.15,4,95.21,0.318,1.61,0.1855,0
-2.146,138.962,11,1.9,113,5.6,1,0,4,82.3,0.318,1.61,1.26,0
-2.323,99.88,24,1.9,283,5.7,1,0.059,4,28,0.318,1.61,0.85,0
-2.511,99.962,32.9,13.5,176,5.6,0,0,4,28.3,0.318,1.61,0.87,0
-57.335,-23.433,14,13.5,338,6.8,0,0.081,4,23.9,0.318,1.61,1.12,0
-2.405,99.931,22,13.5,429,6.5,0,0,4,28.3,0.318,1.61,0.97,0
-2.486,99.972,25,13.5,505,7.2,0,0.049,4,18.4,0.318,1.61,1.22,0
-2.332,99.891,25,13.5,421,6.6,0,0.073,4,17.7,0.318,1.61,0.98,0
-2.245,99.808,25,13.5,543,6.7,0,0.051,4,15.1,0.318,1.61,0.94,0
-3.852,101.067,20,13.5,231,5.9,0,0,4,28.1,0.318,1.61,1.36,0
-34.625,-178.966,44.1,8.1,85,5.5,0,0.137,4,52.7,0.318,1.61,1.02,0
26.816,142.438,15,8.1,437,6.2,0,0.099,4,18.6,0.318,1.61,0.8,0
12.68,141.766,10,8.1,191,5.6,0,0.039,4,45.3,0.318,1.61,0.99,0
-35.074,-108.968,10,8.1,198,5.7,1,0.049,4,42.1,0.318,1.61,0.89,0
3.931,93.477,35,8.1,126,5.6,0,0,4,78.3,0.318,1.61,0.84,0
-20.256,-69.941,36.6,8.1,374,5.7,1,0,4,40.6,0.318,1.61,0.9,0
-35.379,-179.299,24.7,12.8,111,5.6,0,0,4,74.8,0.318,1.61,1.22,0
51.859,-179.313,21.4,12.8,291,5.8,0,0.043,4,46.6,0.318,1.61,1.19,0
-2.18,99.823,25,12.8,367,6.2,0,0,4,27.6,0.318,1.61,0.84,0
46.406,153.175,10,12.8,556,6.5,0,0.069,4,37.7,0.318,1.61,1.1,0
19.913,121.334,10,12.8,418,6,0,0.048,4,23,0.318,1.61,0.89,0
13.351,125.63,24,12.8,544,6.9,0,0.047,4,25.9,0.318,1.61,0.94,0
-4.467,101.452,27.5,12.8,206,5.6,3,0.048,54,29,0.318,1.61,0.9,1
52.239,-173.721,10,12.8,255,5.5,1,0.038,54,68.4,0.318,1.61,1.21,1
2.572,128.232,125,5.7,276,5.9,0,0,54,27.8,0.318,1.61,0.91,1
51.522,156.546,134.4,5.7,444,5.5,1,0.068,54,44,0.318,1.61,0.73,1
-28.337,-69.294,89.5,3.3,292,5.6,1,0.066,54,37.5,0.318,1.61,0.85,1
52.171,-169.481,16.5,8.5,438,5.6,0,0,54,45.4,0.318,1.61,1.02,1
-16.567,167.335,13,8.5,267,6.4,0,0.075,54,28.5,0.318,1.61,1.24,1
-16.489,167.183,10,8.5,204,6.3,0,0.05,54,42.2,0.318,1.61,1.2,1
-45.492,35.008,10,8.5,81,6,0,0,54,50.7,0.318,1.61,1.34,1
14.463,-93.462,10,8.5,323,5.7,0,0,54,93.5,0.318,1.61,0.99,1
26.988,142.599,10,8.5,403,6,0,0,54,22.5,0.318,1.61,0.99,1
2.708,94.596,25,8.5,390,6,0,0,54,29.6,0.318,1.61,1.1,1
42.412,-126.835,10,8.5,196,5.7,0,0,54,117.2,0.318,1.61,1.35,1
-54.324,-136.082,10,8.5,19,5.6,0,0,54,135.9,0.318,1.61,1.4,1
-29.252,-177.44,25,8.5,347,6.2,0,0,54,55.4,0.318,1.61,1.19,1
6.192,126.934,45,8.5,287,6.1,1,0,54,19.2,0.318,1.61,1.05,1
35.49,81.467,10,8.5,532,7.2,0,0.083,54,25.9,0.318,1.61,1.03,1
35.513,81.433,10,8.5,254,5.6,3,0.058,111,35,0.318,1.61,0.89,1
52.176,-178.716,132,8.5,583,6.2,0,0,111,23.5,0.318,1.61,0.89,1
-16.912,167.031,10,8.5,109,5.5,0,0,111,74.8,0.318,1.61,1.39,1
-20.043,-68.963,120,8.5,404,6.2,1,0.056,111,46,0.318,1.61,0.9,1
-56.712,-141.903,10,8.5,11,5.5,0,0.037,111,100.8,0.318,1.61,1.12,1
46.428,152.979,16.6,12,421,5.6,0,0.048,111,93.1,0.318,1.61,0.96,1
13.594,144.879,70.6,6.5,226,5.6,0,0,111,23.2,0.318,1.61,1.03,1
17.199,-84.835,10,6.5,290,5.6,1,0.083,111,36.3,0.318,1.61,1.14,1
34.758,25.345,45,6.5,560,5.6,1,0,111,41.6,0.318,1.61,1.19,1
-32.882,179.362,365,6.5,218,5.7,0,0,111,45.1,0.318,1.61,1.43,1
20.251,121.949,10,6.5,245,5.8,0,0,111,34,0.318,1.61,1.28,1
13.283,125.684,8,6.5,328,5.7,0,0,111,33.7,0.318,1.61,0.79,1
20.271,121.984,16.2,17.3,179,5.5,0,0.038,111,43.5,0.318,1.61,1.36,1
-41.055,42.525,10,17.3,29,5.5,0,0,111,65.3,0.318,1.61,1.29,1
2.855,95.296,20,17.3,368,6.3,0,0,111,26.2,0.318,1.61,1.07,1
-26.01,-177.929,154.8,15.1,150,5.5,0,0.063,111,42.4,0.318,1.61,1.01,1
-4.346,102.717,67,5.1,426,5.7,0,0,111,32.1,0.318,1.61,0.81,1
-4.879,69.239,10,5.1,391,5.7,0,0,111,39,0.318,1.61,0.89,1
-7.046,129.203,180.7,5.1,230,5.7,0,0,111,22.6,0.318,1.61,0.91,1
-15.281,-172.836,34.5,14.5,389,5.5,0,0,111,52.7,0.318,1.61,1.02,1
-19.965,168.452,10,14.5,304,5.8,0,0,111,21.8,0.318,1.61,1.11,1
12.59,143.788,10,14.5,117,5.5,1,0,111,42,0.318,1.61,0.88,1
-20.175,168.861,16,14.5,276,6.4,0,0,111,41.2,0.318,1.61,1.12,1
-20.185,168.905,35,14.5,298,6.3,0,0,111,24.5,0.318,1.61,1.11,1
-20.071,168.892,33,14.5,486,7.3,0,0,111,13.4,0.318,1.61,1.29,1
-19.997,168.874,35,14.5,322,6.3,0,0,111,19,0.318,1.61,0.93,1
-20.334,168.937,35,14.5,211,5.8,0,0,111,42.2,0.318,1.61,1.03,1
-19.934,168.496,35,14.5,18,5.5,0,0,111,110.8,0.318,1.61,0.74,1
-20.319,168.866,35,14.5,88,5.5,0,0,111,68,0.318,1.61,1.19,1
-26.289,178.178,643.5,3.4,168,5.5,0,0,111,69.5,0.318,1.61,1.09,1
16.099,144.958,10,3.4,148,5.5,0,0,111,41.6,0.318,1.61,0.94,1
16.174,144.885,10,3.4,127,5.5,0,0,111,56.7,0.318,1.61,1.15,1
-20.416,168.803,35,3.4,224,5.9,0,0.078,111,27.7,0.318,1.61,1.35,1
-20.392,168.839,11,3.4,257,6.1,0,0,111,39.4,0.318,1.61,1.31,1
-55.664,158.453,16,3.4,541,7.1,0,0.053,111,34.9,0.318,1.61,0.99,1
43.879,147.501,64.4,3.4,480,5.7,3,0,251,79.6,0.318,1.61,0.71,1
-14.506,67.075,10,3.4,89,5.5,0,0,251,191.2,0.318,1.61,1.32,1
43.648,-127.621,10,3.4,276,5.5,0,0,251,156.9,0.318,1.61,1.08,1
-56.022,-28.035,140.2,10.5,290,6,0,0,251,28.8,0.318,1.61,0.76,1
13.564,-90.599,33,10.5,372,6.1,0,0,251,25.5,0.318,1.61,1.4,1
-18.696,-175.959,10,10.5,186,5.7,0,0,251,33.5,0.318,1.61,1.09,1
51.856,-179.361,11,10.5,613,6.4,0,0,251,23.6,0.318,1.61,1.01,1
-18.609,-175.699,10,10.5,278,6.3,0,0,251,30.7,0.318,1.61,1.17,1
51.878,-179.165,13,10.5,676,6.6,0,0,251,23.5,0.318,1.61,0.93,1
0.829,126.081,10,10.5,151,5.7,0,0.069,251,47.4,0.318,1.61,0.94,1
39.028,140.005,166,10.5,516,5.8,0,0,251,18.4,0.318,1.61,0.74,1
15.885,144.878,10,10.5,191,5.5,1,0,251,40.5,0.318,1.61,0.89,1
-17.342,-179.022,553.8,10.5,533,6.3,0,0.068,251,20.9,0.318,1.61,0.9,1
-27.528,-176.58,10,10.5,170,5.8,0,0,251,37.1,0.318,1.61,1.03,1
-7.815,125.694,13,10.5,207,6.1,0,0.044,251,37.4,0.318,1.61,1.17,1
-20.273,168.796,14,10.5,311,6.3,0,0,251,21.7,0.318,1.61,1.33,1
-7.875,125.722,10,10.5,162,6,1,0.066,251,37.2,0.318,1.61,1.04,1
-7.85,125.685,3.6,12.5,94,5.6,1,0,251,37.4,0.318,1.61,0.95,1
-3.86,131.446,10,12.5,107,5.5,0,0,251,27.2,0.318,1.61,1,1
22.881,121.619,10,12.5,190,6,0,0,251,53.1,0.318,1.61,1.31,1
-20.059,168.72,35,12.5,199,5.7,0,0,251,62.1,0.318,1.61,1.16,1
-1.182,-23.471,10,12.5,328,6.5,0,0.083,251,39.3,0.318,1.61,0.9,1
-49.091,164.117,10,12.5,223,6.1,1,0,251,24.7,0.318,1.61,0.97,1
-35.464,-16.597,10,12.5,87,5.6,0,0,251,57.7,0.318,1.61,1.2,1
17.846,-100.171,56.9,12.5,585,5.8,0,0,251,41.5,0.318,1.61,1.2,1
-58.739,-24.714,35,12.5,169,6.1,0,0.063,251,38.1,0.318,1.61,1,1
-19.941,168.953,32,12.5,511,6.4,0,0,251,21.6,0.318,1.61,0.9,1
-20.238,168.824,35,12.5,289,6.1,0,0,251,26.8,0.318,1.61,1.04,1
41.452,142.03,46.7,12.5,616,5.8,0,0,251,77.6,0.318,1.61,0.82,1
-6.108,127.484,404.7,5,222,5.9,0,0,251,29.6,0.318,1.61,0.84,1
-19.471,168.878,35,5,372,5.7,0,0,251,27,0.318,1.61,0.89,1
51.864,-177.528,14,5,661,6.6,0,0,251,29.8,0.318,1.61,1.17,1
-6.64,155.091,35,5,294,5.8,0,0,251,20.2,0.318,1.61,0.87,1
-20.457,168.836,35,5,173,5.5,0,0,251,40.3,0.318,1.61,1.2,1
36.178,141.545,19,5,431,6.2,0,0,251,25.6,0.318,1.61,0.9,1
36.156,141.756,23.3,9.6,429,6.1,0,0,251,20.8,0.318,1.61,0.84,1
36.164,141.526,27,9.6,519,6.9,0,0,251,21.1,0.318,1.61,0.78,1
36.108,141.683,17,9.6,403,5.6,0,0,251,21.1,0.318,1.61,0.79,1
12.516,143.181,76,9.6,330,6.8,0,0,251,20.2,0.318,1.61,0.96,1
24.044,122.575,16.5,10.5,260,5.6,0,0,251,54.8,0.318,1.61,0.9,1
31.002,103.322,19,10.5,774,7.9,0,0,251,11.3,0.318,1.61,1.2,1
31.586,104.032,10,10.5,31,5.7,3,0,4,89.2,0.318,1.61,1.07,1
31.342,104.682,10,10.5,17,5.7,3,0.065,4,105.1,0.318,1.61,0.97,1
31.211,103.715,10,10.5,173,5.8,3,0,62,23.8,0.318,1.61,0.93,1
31.527,104.092,10,10.5,251,5.5,3,0,152,36.4,0.318,1.61,0.77,1
31.214,103.618,10,10.5,367,6.1,0,0,152,30.4,0.318,1.61,1.13,1
31.413,103.889,21.7,6.7,344,5.6,0,0,152,31.1,0.318,1.61,0.72,1
30.89,103.194,9,6.7,403,5.8,0,0,152,24.6,0.318,1.61,0.85,1
-56.771,-142.309,10,6.7,42,5.7,0,0,152,53.8,0.318,1.61,1.41,1
-57.911,-25.483,35,6.7,206,5.9,0,0,152,26.3,0.318,1.61,0.97,1
31.355,103.351,3,6.7,288,5.6,0,0,152,25.1,0.318,1.61,1.11,1
32.24,104.982,9,6.7,529,5.8,0,0,152,24.4,0.318,1.61,0.81,1
-3.202,101.409,32,6.7,290,5.7,0,0.081,152,28.4,0.318,1.61,0.95,1
-47.781,31.965,10,6.7,112,5.9,0,0.042,152,33.7,0.318,1.61,1.33,1
42.503,131.872,513.4,6.7,547,5.7,1,0,152,23.9,0.318,1.61,0.72,1
1.64,99.147,10,6.7,300,6,0,0,152,31.5,0.318,1.61,1.01,1
51.162,178.759,27,6.7,480,6.3,0,0,152,37.2,0.318,1.61,0.95,1
-44.451,-78.207,10,6.7,25,5.6,0,0,152,156.9,0.318,1.61,1.15,1
-3.181,101.475,47.9,6.7,247,5.7,1,0,152,28.5,0.318,1.61,0.98,1
-4.129,101.272,19,6.7,219,5.5,0,0.07,152,28.4,0.318,1.61,1.07,1
7.313,-34.897,8,6.7,556,6.5,0,0.083,152,19.9,0.318,1.61,0.85,1
-7.061,129.483,125.2,6.3,325,5.7,0,0.031,152,16.1,0.318,1.61,0.8,1
42.386,-30.515,10,0,455,5.5,0,0.025,152,20.6,0.318,1.61,0.69,1
-7.181,156.069,29,0,299,5.9,0,0.057,152,15.1,0.318,1.61,0.91,1
4.33,-73.764,8.9,6.2,466,5.9,0,0.041,152,26.4,0.318,1.61,0.96,1
32.56,105.423,18,6.2,397,6.1,0,0.028,152,23.2,0.318,1.61,0.7,1
56.087,-153.78,22,6.2,468,6,1,0.027,152,62.1,0.318,1.61,0.95,1
8.423,-82.968,13,6.2,273,5.6,0,0.04,152,66.4,0.318,1.61,1.11,1
-56.597,147.41,10,6.2,154,5.9,0,0.066,152,48.3,0.318,1.61,1.11,1
32.71,105.54,10,6.2,366,5.7,0,0,152,27.9,0.318,1.61,0.78,1
13.616,-91.02,26,6.2,258,5.7,0,0,152,51.5,0.318,1.61,1.32,1
64.005,-21.013,9,6.2,591,6.3,0,0.052,152,39.3,0.318,1.61,0.97,1
30.802,141.523,16,6.2,306,5.8,0,0.068,152,41,0.318,1.61,0.88,1
-54.744,0.987,10,6.2,45,5.7,0,0,152,46,0.318,1.61,1.45,1
-41.198,80.479,9,6.2,267,6.4,0,0,152,15.1,0.318,1.61,0.96,1
-28.919,-112.258,10,6.2,196,5.8,1,0,152,57.7,0.318,1.61,0.99,1
-54.816,0.979,10,6.2,51,5.5,0,0,152,60.6,0.318,1.61,1.21,1
20.124,121.35,31,6.2,528,6.3,0,0,152,21.4,0.318,1.61,0.86,1
-59.384,149.66,10,6.2,157,6.5,0,0,152,64.2,0.318,1.61,1.23,1
-15.223,-173.672,35,6.2,264,5.6,0,0,152,47.8,0.318,1.61,0.81,1
-10.509,161.273,84,6.2,436,6.2,0,0,152,19.5,0.318,1.61,0.98,1
-8.166,120.255,14,6.2,92,5.9,0,0,152,48.8,0.318,1.61,1.1,1
-8.125,120.265,7,6.2,107,5.8,0,0,152,51.3,0.318,1.61,1.05,1
-8.1,120.231,14,6.2,130,6,0,0,152,39.9,0.318,1.61,0.89,1
41.538,139.058,205,6.2,478,5.7,1,0,152,42.3,0.318,1.61,0.73,1
-38.844,-91.623,10,6.2,143,6,0,0,152,59.6,0.318,1.61,0.97,1
-38.871,-91.613,7,6.2,126,5.8,1,0,152,64.8,0.318,1.61,1.08,1
-7.495,127.885,122,6.2,262,6,0,0,152,21.9,0.318,1.61,0.86,1
35.883,-0.658,4,6.2,476,5.5,0,0,152,29.2,0.318,1.61,1.06,1
37.963,21.525,16,6.2,706,6.4,0,0.075,152,25.7,0.318,1.61,1.49,1
-18.098,167.88,35,6.2,169,5.9,0,0.073,152,37.5,0.318,1.61,1.17,1
-18.068,167.886,35,6.2,54,5.6,0,0,152,98.4,0.318,1.61,1.15,1
-33.401,179.911,21.6,6.2,126,5.5,0,0,152,29.6,0.318,1.61,1.14,1
-50.157,-114.169,10,6.2,102,5.9,0,0,152,76.3,0.318,1.61,1.32,1
39.03,140.881,7.8,6.2,654,6.9,0,0,152,17.1,0.318,1.61,1.32,1
38.882,140.678,6.4,6.2,337,5.5,4,0,152,36.4,0.318,1.61,1.32,1
-17.735,-179.733,611.4,6.2,321,5.9,1,0,152,29,0.318,1.61,0.87,1
-36.623,-107.45,10,6.2,252,6,0,0.065,152,69.8,0.318,1.61,0.91,1
5.008,-82.652,10,6.2,419,5.9,0,0,152,60,0.318,1.61,0.99,1
-4.932,151.754,143.3,7.9,205,5.5,1,0,152,21.4,0.318,1.61,0.72,1
-4.775,148.922,607.5,7.9,190,5.5,0,0,152,31.7,0.318,1.61,0.8,1
36.06,21.82,5,7.9,592,5.6,0,0,152,40.9,0.318,1.61,0.8,1
-8.865,157.804,11,7.9,216,5.8,1,0,152,32.4,0.318,1.61,0.96,1
67.698,141.276,18,7.9,605,6.1,0,0,152,14,0.318,1.61,0.86,1
46.482,153.267,10,7.9,601,5.6,1,0,152,49,0.318,1.61,0.8,1
1.324,97.158,19,7.9,192,5.5,0,0,152,28.6,0.318,1.61,0.87,1
1.344,97.191,16,7.9,293,5.7,0,0,152,28.5,0.318,1.61,0.81,1
-5.266,151.69,50.6,7.9,281,5.7,0,0,152,21.2,0.318,1.61,0.95,1
41.937,142.486,55.6,7.9,390,5.5,0,0,152,73.2,0.318,1.61,0.69,1
-20.768,-173.342,38,7.9,479,6.2,1,0,152,24.4,0.318,1.61,0.81,1
11.005,91.824,17,7.9,630,6.6,0,0,152,18.4,0.318,1.61,0.85,1
10.894,91.777,17,11.8,304,5.9,0,0,152,39,0.318,1.61,0.88,1
10.847,91.712,15,11.8,450,6.1,0,0,152,18.5,0.318,1.61,0.73,1
14.178,-92.718,6,11.8,284,5.5,0,0,152,71.7,0.318,1.61,1.12,1
35.658,88.307,10,11.8,197,5.5,0,0,152,70.8,0.318,1.61,1.01,1
45.156,137.446,326,11.8,605,6,0,0.065,152,22,0.318,1.61,0.88,1
-58.227,-22.099,8,11.8,309,7,0,0.048,152,25.4,0.318,1.61,1.36,1
-58.121,-21.882,10,11.8,159,5.6,1,0,152,38.9,0.318,1.61,1,1
-23.37,-179.778,581.2,11.8,407,6.2,0,0,152,22.7,0.318,1.61,0.91,1
10.281,-60.442,33.9,5.6,619,5.8,0,0,152,37.3,0.318,1.61,0.87,1
53.882,152.886,632.8,3.1,777,7.7,0,0.05,152,13.5,0.318,1.61,0.83,1
45.354,151.044,22,3.1,455,5.7,0,0.069,152,74,0.318,1.61,0.8,1
45.387,150.965,17,3.1,598,5.7,0,0,152,91.7,0.318,1.61,0.9,1
-16.428,-174.047,116,3.1,226,5.5,1,0.04,152,55.5,0.318,1.61,1.04,1
27.532,128.334,43,3.1,491,6,0,0,152,21,0.318,1.61,0.88,1
-15.986,-71.748,123,3.1,467,6.2,0,0,152,32.8,0.318,1.61,0.91,1
-2.943,147.821,23.7,18.5,114,5.7,0,0,152,85,0.318,1.61,1.11,1
21.023,121.132,6,18.5,195,5.5,1,0,152,22.9,0.318,1.61,1.09,1
21.014,121.149,14,18.5,243,6.2,0,0.052,152,40.8,0.318,1.61,1.17,1
2.177,96.518,24,18.5,274,5.6,0,0,152,24.3,0.318,1.61,0.94,1
35.8,27.86,52,18.5,774,6.4,0,0,152,18.7,0.318,1.61,1.35,1
-47.366,-12.17,10,18.5,49,5.7,0,0,152,74.4,0.318,1.61,1.18,1
-16.599,-172.963,10,18.5,360,5.7,0,0,152,24.2,0.318,1.61,0.92,1
-31.131,-178.506,89,6.1,128,5.5,0,0,152,44.8,0.318,1.61,1.06,1
44.367,-129.356,10,6.1,256,5.5,0,0,152,159.3,0.318,1.61,1.07,1
44.371,-129.417,10,6.1,408,5.7,0,0.048,152,63,0.318,1.61,0.95,1
37.552,142.214,22,6.1,577,7,0,0,152,18.2,0.318,1.61,0.84,1
-11.041,164.493,11,6.1,452,6.6,0,0.04,152,19.1,0.318,1.61,0.91,1
-11.043,164.531,10,6.1,96,5.5,3,0.037,43,60.7,0.318,1.61,0.87,1
-11.066,164.616,10,6.1,219,6.2,0,0.071,43,19.8,0.318,1.61,1.1,1
-17.337,-177.312,391,6.1,563,6.4,0,0,43,24.4,0.318,1.61,0.81,1
-3.792,150.896,10,6.1,81,5.5,1,0,43,66.6,0.318,1.61,0.98,1
27.773,139.615,481.4,6.1,346,5.8,1,0,43,23.6,0.318,1.61,0.74,1
37.186,142.051,22,6.1,400,6,0,0,43,44.7,0.318,1.61,0.71,1
39.802,141.464,108,6.1,633,6.8,0,0,43,20.2,0.318,1.61,0.92,1
32.752,105.498,4,6.1,387,5.5,0,0.08,43,35.8,0.318,1.61,0.88,1
50.967,157.584,27,6.1,571,6.2,0,0,43,55.2,0.318,1.61,0.79,1
32.747,105.542,10,6.1,395,5.7,0,0,43,41.4,0.318,1.61,0.98,1
51.279,178.982,21,6.1,529,5.9,0,0.058,43,34.5,0.318,1.61,0.83,1
-5.808,146.658,39.1,6.1,174,5.5,0,0,43,37.1,0.318,1.61,1.09,1
-0.253,-18.287,17,6.1,515,5.9,0,0,43,41.8,0.318,1.61,0.71,1
-10.606,163.162,10,6.1,308,5.9,0,0,43,23.8,0.318,1.61,1.12,1
-10.578,163.103,10,6.1,267,6,0,0.063,43,24,0.318,1.61,1.04,1
-54.727,-118.783,10,6.1,139,5.8,1,0,43,36.6,0.318,1.61,1.3,1
-59.644,-27.806,136,6.1,91,5.6,1,0,43,30.2,0.318,1.61,1,1
32.033,104.722,11,6.1,522,5.7,1,0,43,24.4,0.318,1.61,0.72,1
13.516,120.757,135.1,6.1,219,5.6,1,0,43,23.7,0.318,1.61,0.88,1
-16.314,178.163,10,6.1,120,5.5,0,0,43,51.1,0.318,1.61,1.05,1
49.852,156.38,76.9,4.3,557,5.8,0,0,43,52.4,0.318,1.61,0.86,1
-5.06,151.796,45.1,4.3,106,5.5,1,0,43,28.8,0.318,1.61,0.84,1
-5.916,130.195,173.9,4.3,469,6.3,0,0,43,17.4,0.318,1.61,0.84,1
32.756,105.494,6,4.3,449,6,0,0,43,35.8,0.318,1.61,0.96,1
-8.131,117.665,30.7,11.3,182,5.9,0,0,43,37.7,0.318,1.61,1.08,1
26.64,-111,10,11.3,149,5.5,0,0,43,107.9,0.318,1.61,1.33,1
52.19,-175.651,12,11.3,431,5.8,0,0,43,33.3,0.318,1.61,1.19,1
-9.139,-109.518,10,11.3,190,5.6,0,0.043,43,51.1,0.318,1.61,0.86,1
-3.942,101.076,23,11.3,236,5.8,0,0.052,43,46.6,0.318,1.61,1.03,1
-60.648,153.771,10,11.3,99,6.5,0,0,43,86.2,0.318,1.61,1.65,1
51.504,-178.441,58.2,3.3,488,5.5,0,0,43,33.2,0.318,1.61,0.82,1
-60.693,153.826,10,0,151,6.3,0,0,43,36.9,0.318,1.61,1.3,1
11.055,91.814,20,0,447,6.2,0,0,43,18.4,0.318,1.61,0.79,1
10.947,91.711,13,0,278,5.7,0,0.059,43,45.6,0.318,1.61,1.14,1
-1.02,-21.843,13,0,418,6,0,0.047,43,40.2,0.318,1.61,1.05,1
-11.432,166.23,38,0,171,5.9,1,0,43,54.8,0.318,1.61,1.18,1
-13.382,-111.281,10,0,105,5.7,0,0,43,78.6,0.318,1.61,0.97,1
83.55,114.516,10,0,392,5.7,0,0,43,19.4,0.318,1.61,1,1
-15.273,-177.765,56.3,21.5,62,5.5,0,0,43,126,0.318,1.61,1.34,1
7.292,-82.726,6,21.5,360,5.5,0,0,43,53.2,0.318,1.61,1.06,1
12.897,124.319,10,21.5,232,6,0,0,43,32.3,0.318,1.61,1.22,1
52.272,98.207,12.1,9.5,361,5.7,0,0,43,34.4,0.318,1.61,0.91,1
-52.873,-4.453,10,0,39,5.6,0,0,43,77.9,0.318,1.61,1.14,1
-8.201,-13.449,10,0,246,5.5,0,0,43,37.1,0.318,1.61,1.04,1
-28.545,-112.842,9,0,304,5.7,0,0.032,43,38.7,0.318,1.61,1.02,1
-14.915,-173.246,10,0,158,5.7,0,0.052,43,75.6,0.318,1.61,0.98,1
-15.087,-173.476,8,0,308,6.1,1,0,43,57.7,0.318,1.61,0.91,1
25.039,97.697,10,0,235,6,0,0,43,32.8,0.318,1.61,0.88,1
-17.769,65.394,6,0,334,6,0,0,43,62.8,0.318,1.61,0.99,1
10.307,125.252,27,0,169,5.8,0,0.075,43,55.8,0.318,1.61,0.99,1
-39.715,176.851,31.8,0,110,5.5,0,0.04,43,31.4,0.318,1.61,0.99,1
30.901,83.52,12,0,325,6.7,0,0.098,43,28,0.318,1.61,1.07,1
-6.338,104.469,21.7,9.4,350,5.7,0,0,43,38.9,0.318,1.61,0.9,1
-7.641,-74.377,154,9.4,598,6.4,0,0,43,18.9,0.318,1.61,0.9,1
51.607,104.158,16,9.4,621,6.3,0,0,43,20.9,0.318,1.61,0.8,1
-10.751,41.469,10,9.4,336,5.7,0,0,43,48.2,0.318,1.61,0.92,1
32.308,47.35,10,9.4,449,5.8,0,0,43,35.6,0.318,1.61,1.16,1
50.165,-129.628,12,9.4,402,5.9,0,0,43,63.4,0.318,1.61,0.95,1
-0.252,-17.358,12,9.4,367,6.3,0,0,43,43.2,0.318,1.61,1.08,1
-6.146,147.258,75,9.4,440,6.4,0,0,43,13.6,0.318,1.61,1.15,1
26.241,101.889,11,9.4,373,6,0,0,43,26.4,0.318,1.61,0.98,1
-61.233,-67.738,10,9.4,269,5.5,0,0,43,24.3,0.318,1.61,0.81,1
26.232,101.97,10,9.4,306,5.6,0,0,43,40.2,0.318,1.61,0.79,1
-25.387,-177.636,171.1,9.4,450,6,0,0,43,17.9,0.318,1.61,0.83,1
-15.261,-176.413,10,9.4,238,5.7,0,0.098,43,74.1,0.318,1.61,0.98,1
4.538,126.041,108.7,9.4,236,5.6,0,0,43,49.9,0.318,1.61,0.95,1
-26.736,-63.225,569.6,9.4,528,6.3,0,0,43,21.3,0.318,1.61,0.81,1
-12.143,167.101,272,9.4,377,5.7,1,0.041,43,28.5,0.318,1.61,0.99,1
-31.555,-177.806,26.1,21.6,111,5.8,0,0,43,57,0.318,1.61,1.12,1
-13.273,166.966,146.8,21.6,204,5.6,1,0,43,41.9,0.318,1.61,0.98,1
-1.171,-13.955,10,21.6,258,5.8,0,0.04,43,24.1,0.318,1.61,0.81,1
