Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
35,7.1,251,6.6,0,0,38,29.1,0.318,1.61,1.29,1
10,7.1,247,5.7,0,0,38,17.6,0.318,1.61,0.75,1
24,7.1,303,7.5,0,0,38,18.2,0.318,1.61,1.03,1
40.4,6,163,6.2,4,0,38,30.6,0.318,1.61,0.94,1
99,6,177,5.5,1,0.078,38,29.6,0.318,1.61,0.8,1
28,6,117,5.5,1,0,38,42.8,0.318,1.61,0.81,1
173.5,6,247,5.5,0,0.053,38,35.9,0.318,1.61,0.95,1
95.7,6,157,5.7,1,0,38,35.3,0.318,1.61,0.95,1
53,6,336,6.6,0,0,38,14.1,0.318,1.61,0.78,1
10,6,208,5.5,0,0,38,43.8,0.318,1.61,0.8,1
35,6,197,5.9,0,0,38,27.9,0.318,1.61,0.91,1
10,6,261,5.8,0,0,38,64.1,0.318,1.61,0.92,1
10,6,169,5.6,0,0,38,45.3,0.318,1.61,0.98,1
27,6,129,5.8,0,0,38,28.7,0.318,1.61,1.11,1
56.9,6,285,5.5,0,0,38,71.7,0.318,1.61,1.07,1
608.4,6,259,5.6,1,0,38,32.3,0.318,1.61,0.89,1
20,6,369,6.7,0,0.069,38,14.9,0.318,1.61,1.07,1
21,6,313,5.8,0,0,38,14.9,0.318,1.61,0.9,1
626.5,4.5,232,5.5,1,0,38,35.8,0.318,1.61,0.75,1
20,4.5,345,6.7,0,0.068,38,13.5,0.318,1.61,1.01,1
15,4.5,350,6.1,0,0,38,15.9,0.318,1.61,0.92,1
10,4.5,135,5.7,0,0.044,38,43.5,0.318,1.61,1.11,1
10,4.5,148,5.9,1,0,38,24.6,0.318,1.61,1.12,1
35,4.5,123,5.6,0,0.066,38,41.9,0.318,1.61,1.17,1
269.8,4.5,337,6.3,0,0,38,29.6,0.318,1.61,0.85,1
10,4.5,301,5.5,0,0,38,25,0.318,1.61,1,1
6,4.5,465,6,0,0,38,22.8,0.318,1.61,0.93,1
10,4.5,94,5.7,1,0,38,102.3,0.318,1.61,1.02,1
35,4.5,155,5.5,0,0.083,38,24.1,0.318,1.61,0.87,1
16.1,9,327,5.5,1,0,38,42,0.318,1.61,0.76,1
642.4,9,350,6.9,0,0,38,19.5,0.318,1.61,0.84,1
13,9,351,6.3,0,0,38,30.5,0.318,1.61,0.81,1
4,10.2,298,5.6,3,0.063,127,17.5,0.318,1.61,0.9,1
16.4,9,218,5.6,3,0,124,20.2,0.318,1.61,0.75,1
11,9,431,6.6,0,0,124,20.9,0.318,1.61,1.04,1
6,9,347,5.8,0,0,124,26.3,0.318,1.61,0.91,1
46,9,312,7,0,0,124,16.3,0.318,1.61,0.89,1
51.8,12.3,53,5.5,3,0,3,30.1,0.318,1.61,0.97,1
257,12.3,378,6.2,1,0,3,24.6,0.318,1.61,1.06,1
163,12.3,460,6.2,0,0,3,20.7,0.318,1.61,1,1
95,12.3,358,5.9,0,0,3,14.3,0.318,1.61,0.83,1
210.2,12.3,363,5.8,0,0,3,60,0.318,1.61,0.91,1
3,12.3,372,5.5,0,0,3,21,0.318,1.61,1.12,1
23,12.3,349,6.2,0,0,3,21.6,0.318,1.61,0.81,1
15,12.3,309,6,0,0,3,32,0.318,1.61,0.75,1
22.5,12.3,167,5.8,0,0,3,19.8,0.318,1.61,0.83,1
106.9,4.9,175,5.7,0,0,3,20.1,0.318,1.61,0.95,1
36,4.9,470,6,0,0,3,28.7,0.318,1.61,0.81,1
10,4.9,157,5.5,0,0,3,38.6,0.318,1.61,0.77,1
35,4.9,427,5.6,0,0.065,3,35.1,0.318,1.61,0.81,1
14,4.9,508,6.4,0,0,3,18.3,0.318,1.61,1.24,1
10,4.9,299,6.2,0,0,3,38.7,0.318,1.61,0.94,1
12,4.9,294,5.9,1,0,3,29.9,0.318,1.61,1.07,1
10,4.9,88,5.7,0,0,3,40.4,0.318,1.61,1.13,1
92.7,4.9,179,5.8,0,0,3,40.5,0.318,1.61,0.95,1
10,4.9,200,5.6,1,0,3,123,0.318,1.61,0.92,1
79,4.8,375,5.7,0,0,3,24,0.318,1.61,1.09,1
10,4.8,301,5.6,0,0,3,45.1,0.318,1.61,0.83,1
14,4.8,259,6.1,1,0,3,45.4,0.318,1.61,0.98,1
84.2,4.8,299,5.7,0,0.081,3,31.7,0.318,1.61,0.76,1
58.8,7.8,120,5.6,0,0.042,3,25.7,0.318,1.61,0.94,1
82.4,9,84,5.6,0,0,3,24.8,0.318,1.61,0.83,1
10,9,111,6,0,0,3,59.5,0.318,1.61,0.92,1
13,9,375,6.4,0,0,3,73,0.318,1.61,1.33,1
122.7,5.1,259,5.6,0,0,3,25.5,0.318,1.61,0.79,1
9,5.1,249,5.8,1,0,3,18.4,0.318,1.61,0.98,1
18,5.1,520,8.1,0,0.07,3,20.8,0.318,1.61,1.01,1
10,5.1,101,6,3,0.083,65,75.5,0.318,1.61,1.17,1
10,5.1,54,5.6,3,0.031,30,76.1,0.318,1.61,1.15,1
10,5.1,101,5.6,3,0.025,54,48.2,0.318,1.61,1.04,1
10,5.1,115,5.6,3,0.057,43,57.1,0.318,1.61,0.9,1
10,5.1,200,5.8,3,0.041,98,30.3,0.318,1.61,0.81,1
10,5.1,63,5.7,3,0.028,16,59.5,0.318,1.61,0.99,1
2.3,26,168,5.5,3,0.027,109,51.1,0.318,1.61,1,1
10,26,184,5.5,3,0.04,99,39.6,0.318,1.61,0.99,1
10,26,311,6,3,0.066,171,23,0.318,1.61,0.94,1
57,5.9,168,5.5,3,0,82,33.7,0.318,1.61,0.94,1
81,5.9,498,7.6,0,0,82,14,0.318,1.61,0.92,1
36.2,7,117,5.5,3,0.052,46,48.3,0.318,1.61,0.94,1
255.4,7,341,5.9,0,0.068,46,58.8,0.318,1.61,0.98,1
9,7,417,6.6,0,0,46,30.1,0.318,1.61,1.15,1
14,7,293,5.8,0,0,46,50,0.318,1.61,0.83,1
10,7,173,5.5,0,0,46,44.8,0.318,1.61,0.91,1
80.8,7.9,128,5.5,0,0,46,55.1,0.318,1.61,1.01,1
8,7.9,379,6.1,0,0,46,21.2,0.318,1.61,1,1
10,7.9,89,5.5,3,0,42,41,0.318,1.61,0.8,1
10,7.9,229,6,0,0,42,47.8,0.318,1.61,1.26,1
10,7.9,209,5.5,0,0,42,36,0.318,1.61,0.92,1
28,7.9,311,6.1,2,0,42,22.4,0.318,1.61,0.97,1
46.4,6.4,180,5.5,0,0,42,21.5,0.318,1.61,0.88,1
23,6.4,273,5.5,0,0,42,44.8,0.318,1.61,0.85,1
620,6.4,419,6.6,0,0,42,11.6,0.318,1.61,1.05,1
640,4.2,107,5.6,3,0,33,34.2,0.318,1.61,0.83,1
10,4.2,98,5.5,0,0,33,66.5,0.318,1.61,1.19,1
10,4.2,216,5.7,0,0,33,48.4,0.318,1.61,0.82,1
10,4.2,203,5.5,0,0,33,103,0.318,1.61,1.17,1
138.4,1.8,430,5.7,0,0.075,33,18.4,0.318,1.61,0.76,1
8,1.8,331,5.8,0,0.073,33,33.3,0.318,1.61,1.12,1
574,1.8,326,6.8,0,0,33,17.4,0.318,1.61,1.06,1
45,1.8,283,7.7,2,0,33,23.2,0.318,1.61,1.31,1
35,1.8,128,5.8,3,0,62,51.3,0.318,1.61,0.83,1
35,1.8,195,7.8,0,0,62,20.3,0.318,1.61,0.97,1
35,1.8,51,5.6,3,0,20,32.6,0.318,1.61,0.81,1
35,1.8,87,5.5,3,0,36,44.9,0.318,1.61,0.78,1
21,13.9,74,6.8,0,0.065,36,34.8,0.318,1.61,0.92,1
31.1,2.4,314,7.4,0,0,36,20.2,0.318,1.61,0.96,1
35.6,10.5,55,5.5,3,0,13,59.1,0.318,1.61,0.99,1
34.3,6.1,159,5.7,3,0,68,21.2,0.318,1.61,0.84,1
35,6.1,125,5.8,3,0,81,22.6,0.318,1.61,1.01,1
35,6.1,125,5.9,3,0,52,47.1,0.318,1.61,1.02,1
35,6.1,218,5.8,3,0,138,28.4,0.318,1.61,0.79,1
35,6.1,174,6.8,0,0,138,30.2,0.318,1.61,1.45,1
35,6.1,193,6,3,0,89,30.4,0.318,1.61,1.18,1
44.7,8.7,114,6.1,0,0,89,60.8,0.318,1.61,0.91,1
35,8.7,178,6,0,0,89,27.8,0.318,1.61,1.13,1
35,8.7,206,5.7,1,0,89,48.8,0.318,1.61,0.99,1
35,8.7,82,5.6,0,0,89,51.5,0.318,1.61,1.1,1
35,8.7,72,5.6,0,0,89,54.5,0.318,1.61,1.09,1
35,8.7,122,5.6,0,0,89,44.1,0.318,1.61,1.08,1
10,8.7,256,5.6,1,0,89,18.1,0.318,1.61,1.11,1
35,8.7,174,5.8,0,0,89,27.7,0.318,1.61,1.19,1
20.2,18.7,134,5.6,0,0,89,110.1,0.318,1.61,1.24,1
13,18.7,320,5.9,0,0.065,89,44.8,0.318,1.61,1.09,1
112,18.7,512,6,1,0.048,89,14,0.318,1.61,0.86,1
10,18.7,198,6,0,0,89,21.3,0.318,1.61,0.98,1
44.8,7.9,125,5.7,0,0,89,27.7,0.318,1.61,1.05,1
10,7.9,344,6.2,0,0,89,37.8,0.318,1.61,0.95,1
42,7.9,230,6.2,0,0.05,89,28.6,0.318,1.61,1.24,1
42,7.9,106,5.5,1,0.069,89,42.5,0.318,1.61,1.18,1
35,7.9,87,5.7,1,0,89,30.4,0.318,1.61,1.28,1
24,7.9,485,6.5,0,0.04,89,47.1,0.318,1.61,0.92,1
40,3.5,364,5.7,0,0,89,60.8,0.318,1.61,0.75,1
32,3.5,207,6,0,0,89,28.6,0.318,1.61,1.02,1
14,3.5,445,6.4,0,0,89,50.3,0.318,1.61,1.17,1
10,3.5,163,6.3,0,0,89,36.9,0.318,1.61,1.17,1
20,3.5,310,5.5,0,0.052,89,89.5,0.318,1.61,1,1
10,3.5,70,5.5,0,0,89,70.9,0.318,1.61,1.35,1
105.7,6.3,172,6,0,0,89,19.8,0.318,1.61,0.79,1
10,6.3,305,6,0,0,89,33.7,0.318,1.61,0.96,1
17.1,11.5,216,5.7,0,0,89,36.7,0.318,1.61,1.02,1
38,11.5,388,6.1,0,0,89,15.2,0.318,1.61,1.02,1
10,11.5,254,5.7,0,0,89,50.6,0.318,1.61,0.76,1
35,11.5,93,5.6,0,0.048,89,66.2,0.318,1.61,1.4,1
20.9,7.7,201,5.6,1,0,89,36.8,0.318,1.61,0.87,1
22.3,9.9,119,5.5,0,0.04,89,36.9,0.318,1.61,0.95,1
155.6,4.7,186,5.7,0,0.037,89,18.2,0.318,1.61,0.99,1
10,4.7,246,5.8,0,0.071,89,51.4,0.318,1.61,0.93,1
18,4.7,471,6,0,0,89,21.2,0.318,1.61,0.92,1
18,4.7,294,6,0,0,89,56.4,0.318,1.61,1.19,1
185.9,4.7,395,6.2,1,0,89,16.2,0.318,1.61,0.84,1
15,4.7,224,5.8,0,0,89,20.6,0.318,1.61,0.84,1
31.1,11.6,129,6,0,0,89,32.6,0.318,1.61,0.97,1
130,11.6,397,6.9,0,0.08,89,11,0.318,1.61,0.81,1
35,11.6,183,5.6,0,0,89,37,0.318,1.61,1.23,1
417.9,5,337,6,0,0,89,24.8,0.318,1.61,0.81,1
125.3,5,186,5.6,1,0.058,89,26.1,0.318,1.61,1.08,1
10,5,192,6,0,0,89,30.1,0.318,1.61,1.11,1
10,5,282,5.5,0,0,89,44.8,0.318,1.61,0.9,1
16.4,6.9,312,5.7,0,0,89,31.9,0.318,1.61,1.03,1
210,6.9,372,6.2,0,0.063,89,15.5,0.318,1.61,0.99,1
34,6.9,424,6.8,0,0,89,21.4,0.318,1.61,1.02,1
133.9,6.9,334,5.9,0,0,89,23.6,0.318,1.61,0.86,1
105,6.9,231,5.8,0,0,89,44.9,0.318,1.61,0.68,1
9,6.9,432,6.2,1,0,89,19.9,0.318,1.61,0.8,1
10,6.9,281,5.8,0,0,89,36.3,0.318,1.61,1.17,1
116,6.3,131,5.5,1,0,89,19.7,0.318,1.61,0.91,1
2,6.3,388,5.9,0,0,89,26.2,0.318,1.61,0.9,1
10,6.3,157,5.6,0,0,89,25.4,0.318,1.61,1.08,1
18,6.3,217,5.6,1,0,89,22.8,0.318,1.61,0.88,1
10,6.3,80,6,0,0,89,36.8,0.318,1.61,1.13,1
5,6.3,319,5.5,1,0,89,31.7,0.318,1.61,0.89,1
5.7,10.1,244,5.5,0,0,89,17.8,0.318,1.61,0.8,1
179.4,10.1,98,5.5,1,0.043,89,50.4,0.318,1.61,0.9,1
18,10.1,305,6.6,0,0.052,89,20.4,0.318,1.61,1.03,1
10,10.1,111,5.6,0,0,89,56.4,0.318,1.61,0.95,1
10,10.1,173,5.5,0,0,89,25.6,0.318,1.61,1.06,1
595,10.1,430,7.3,0,0,89,15,0.318,1.61,0.87,1
139.7,7,130,5.7,0,0,89,27.5,0.318,1.61,0.75,1
23,7.3,355,6,0,0.059,89,18.6,0.318,1.61,0.84,1
23.6,11.3,144,5.7,1,0.047,89,47.9,0.318,1.61,1.06,1
570.6,4.3,308,5.8,0,0,89,33,0.318,1.61,1.01,1
27,4.3,390,6.5,0,0,89,17.7,0.318,1.61,0.83,1
608,4.3,408,5.8,0,0,89,25.9,0.318,1.61,0.8,1
19.1,4.3,98,5.6,0,0,89,63.4,0.318,1.61,1.07,1
220.4,4.3,427,6.2,0,0,89,21.2,0.318,1.61,1.23,1
17,4.3,388,6.6,0,0,89,26.6,0.318,1.61,1.16,1
10,4.3,226,5.8,0,0,89,68,0.318,1.61,0.86,1
10,4.3,107,5.5,0,0,89,34.6,0.318,1.61,0.9,1
5,15.1,248,5.5,0,0,89,41.9,0.318,1.61,0.78,1
522.6,15.1,394,6.4,1,0.032,89,17,0.318,1.61,0.79,1
7,15.1,325,5.9,0,0.052,89,17.8,0.318,1.61,0.9,1
435.7,15.1,320,6.2,0,0,89,33.7,0.318,1.61,1.01,1
34.8,6,193,5.6,0,0,89,101.7,0.318,1.61,1.05,1
35,6,106,5.7,0,0,89,45.6,0.318,1.61,1.03,1
18,6,459,6.8,0,0.075,89,15.6,0.318,1.61,0.9,1
10,6,193,5.6,3,0.04,73,26.6,0.318,1.61,1.15,1
56.8,6,435,5.9,1,0.098,73,25.6,0.318,1.61,1.48,1
15,6,306,6,0,0,73,30.1,0.318,1.61,1.04,1
28,6,314,6,0,0,73,25.8,0.318,1.61,0.91,1
38.8,7.2,221,6.1,0,0,73,24.4,0.318,1.61,1.03,1
68.6,6.9,126,5.5,0,0,73,36.9,0.318,1.61,0.88,1
35,6.9,133,5.7,0,0,73,48,0.318,1.61,0.93,1
40.3,2.9,136,5.6,0,0,73,29.6,0.318,1.61,1.03,1
14,2.9,140,5.5,0,0,73,39.1,0.318,1.61,0.86,1
10,2.9,162,6,0,0,73,36.7,0.318,1.61,1.13,1
9,2.9,206,5.8,1,0,73,23.3,0.318,1.61,0.88,1
8,2.9,305,5.9,0,0,73,23.5,0.318,1.61,0.97,1
10,2.9,57,5.6,1,0,73,64.5,0.318,1.61,1.22,1
45,2.9,338,6.4,0,0,73,16.6,0.318,1.61,1.05,1
10,2.9,151,6.4,0,0.098,73,40.4,0.318,1.61,1.12,1
21,2.9,245,6,0,0,73,17.9,0.318,1.61,0.9,1
656.2,2.9,415,6.3,0,0,73,15.8,0.318,1.61,0.78,1
10,2.9,231,5.6,0,0.041,73,31.8,0.318,1.61,0.79,1
10,2.9,175,5.5,0,0,73,41.2,0.318,1.61,1,1
10,2.9,306,5.6,1,0,73,69,0.318,1.61,0.83,1
45.8,6.7,169,5.5,1,0.04,73,35.1,0.318,1.61,1.15,1
39,6.7,215,6,0,0,73,18.5,0.318,1.61,1.12,1
10.9,2.5,75,5.5,0,0.065,73,44,0.318,1.61,1.29,1
10,2.5,139,5.5,1,0.054,73,46.2,0.318,1.61,1.05,1
19.8,7,357,5.6,0,0.062,73,17,0.318,1.61,0.78,1
4,7,303,5.5,0,0,73,14.9,0.318,1.61,1.32,1
35,7,522,5.8,0,0.042,73,25.7,0.318,1.61,0.99,1
10,7,67,5.8,0,0,73,48.5,0.318,1.61,1.07,1
43,7,426,6.4,0,0,73,13.6,0.318,1.61,1.04,1
43.9,7,133,5.5,3,0,61,27.7,0.318,1.61,0.86,1
6,7,301,6,0,0,61,34.9,0.318,1.61,1.05,1
19,7,391,6,0,0,61,19.3,0.318,1.61,0.96,1
527.7,4.6,128,5.7,0,0,61,39.6,0.318,1.61,0.81,1
395,4.6,303,5.7,5,0,61,39.6,0.318,1.61,0.81,0
392,4.6,487,6.3,0,0,61,18.4,0.318,1.61,0.88,1
59.1,4.6,302,5.6,0,0,61,73.3,0.318,1.61,0.87,1
47,4.6,270,5.6,1,0,61,49.6,0.318,1.61,0.92,1
59.8,7.3,151,5.6,0,0,61,29.3,0.318,1.61,1.16,1
85,7.3,341,6.1,0,0,61,25.2,0.318,1.61,0.83,1
17,7.3,79,5.6,0,0,61,105,0.318,1.61,0.73,1
7.4,14,134,5.7,0,0,61,29.3,0.318,1.61,0.87,1
124.8,14,206,5.6,1,0.054,61,17.3,0.318,1.61,0.77,1
34,14,165,5.5,0,0,61,29.2,0.318,1.61,1.05,1
5.971,31.61,19,5.8,5,0.093,7,205,0.324,1.83,0.39,1
19,31.61,105,5.6,1,0.063,7,44.1,0.324,1.83,0.89,1
10,31.61,44,6,0,0.122,7,56.1,0.324,1.83,1.3,1
10,31.61,29,5.6,0,0.048,7,72.1,0.324,1.83,1.38,1
10,31.61,205,5.5,3,0.048,118,37.4,0.324,1.83,0.89,1
8,31.61,234,6.1,1,0.063,118,30.1,0.324,1.83,1.15,1
34,31.61,193,5.8,0,0,118,16,0.324,1.83,0.97,1
116.8,31.61,386,5.7,1,0.083,118,42.4,0.324,1.83,1.2,1
10,31.61,282,6.6,0,0,118,16.6,0.324,1.83,1.24,1
10,31.61,377,7.1,0,0,118,15,0.324,1.83,1.09,1
30.2,11.9,204,5.6,0,0.055,118,20,0.324,1.83,0.85,1
15,11.9,274,5.8,0,0,118,19.9,0.324,1.83,0.82,1
13,11.9,198,6.8,0,0.049,118,44,0.324,1.83,1.19,1
15.4,14.2,338,6.8,0,0,118,15,0.324,1.83,1.16,1
35,14.2,117,6,0,0,118,18.3,0.324,1.83,1.21,1
23.4,29.7,32,5.7,3,0,5,62.2,0.324,1.83,1.2,1
10,29.7,52,5.7,1,0,5,122.9,0.324,1.83,1.46,1
10,29.7,92,5.6,0,0,5,53.6,0.324,1.83,0.87,1
199.6,29.7,262,5.6,0,0,5,12.3,0.324,1.83,0.85,1
10,29.7,88,5.6,0,0.054,5,51.5,0.324,1.83,1.15,1
12,29.7,266,6.2,0,0.067,5,27.8,0.324,1.83,1.24,1
28.737,1.31,51,6.5,5,0.038,8,220,0.3225,0.55,0.2,1
35,1.31,98,5.5,1,0,8,30.8,0.3225,0.55,1,1
13,1.31,500,7,0,0,8,22.7,0.3225,0.55,0.97,1
10,1.31,196,6,0,0,8,24.1,0.3225,0.55,0.84,1
10,1.31,201,5.7,3,0,125,22.7,0.3225,0.55,0.8,1
10,1.31,305,5.6,0,0.052,125,22.6,0.3225,0.55,1,1
10,1.31,301,5.6,0,0,125,26.8,0.3225,0.55,0.93,1
10,1.31,413,5.8,0,0,125,22.6,0.3225,0.55,0.99,1
10,1.31,71,5.5,0,0,125,69.2,0.3225,0.55,0.81,1
10,1.31,163,5.8,0,0,125,18.8,0.3225,0.55,1.02,1
37,1.31,96,5.8,0,0,125,50.2,0.3225,0.55,0.97,1
35,1.31,90,5.5,0,0,125,75.9,0.3225,0.55,1.22,1
10,1.31,100,5.9,0,0,125,71.7,0.3225,0.55,1.28,1
139.1,1.31,232,5.7,0,0,125,24.6,0.3225,0.55,0.91,1
8.1,5.6,325,5.6,0,0,125,22.5,0.3225,0.55,1.13,1
50,5.6,383,5.5,0,0.026,125,40.7,0.3225,0.55,0.98,1
7,5.6,311,5.6,1,0,125,36.4,0.3225,0.55,0.61,1
10,5.6,288,5.7,0,0,125,17.4,0.3225,0.55,0.96,1
5,5.6,243,6.3,0,0.06,125,29,0.3225,0.55,0.89,1
7,5.6,368,5.6,0,0,125,71.2,0.3225,0.55,0.82,1
54.7,5.6,269,5.9,0,0,125,47.3,0.3225,0.55,1.43,1
0.8,5.6,265,5.5,0,0,125,36.1,0.3225,0.55,1.43,1
10,5.6,80,5.7,1,0,125,42.7,0.3225,0.55,1.03,1
39.1,5.6,181,5.6,0,0,125,29.8,0.3225,0.55,0.89,1
10,5.6,324,5.9,0,0,125,30.9,0.3225,0.55,1.02,1
10.5,5.6,361,5.9,0,0,125,22.6,0.3225,0.55,0.84,1
15,5.6,94,5.5,1,0.058,125,40.8,0.3225,0.55,1.04,1
12,5.6,316,5.6,1,0.054,125,77.5,0.3225,0.55,1.01,1
19,5.6,169,5.5,0,0,125,25.3,0.3225,0.55,0.93,1
10,5.6,160,5.5,1,0.069,125,28.7,0.3225,0.55,1.11,1
15.1,5,141,5.6,1,0,125,25.5,0.3225,0.55,1.04,1
38.2,5,299,5.5,1,0.041,125,28.1,0.3225,0.55,0.96,1
35,5,247,5.6,0,0.071,125,37.1,0.3225,0.55,1.27,1
146.7,5,350,5.9,1,0,125,36.3,0.3225,0.55,0.94,1
10,5,256,5.8,0,0.045,125,29.4,0.3225,0.55,1.02,1
29.1,7.9,183,5.9,0,0,125,27.9,0.3225,0.55,0.96,1
208.4,7.9,419,5.9,1,0,125,20.4,0.3225,0.55,0.93,1
10,7.9,176,5.8,0,0.035,125,29.1,0.3225,0.55,1.16,1
10,7.9,139,5.5,0,0,125,84.7,0.3225,0.55,1.26,1
10,7.9,138,5.6,0,0.071,125,80.1,0.3225,0.55,1.07,1
10,7.9,23,5.6,0,0,125,86.6,0.3225,0.55,1.65,1
32,7.9,261,6.2,0,0,125,13.4,0.3225,0.55,1.02,1
10,7.9,157,5.6,0,0,125,65,0.3225,0.55,0.89,1
23.048,7.41,41,5.88,5,0,7,233,0.4802,1.42,0.19,1
1,7.41,203,6.2,0,0,7,43.9,0.4802,1.42,1.14,1
30,7.41,339,6,0,0,7,22.7,0.4802,1.42,0.92,1
10,7.41,257,5.5,0,0.08,7,44.7,0.4802,1.42,1.06,1
21,7.41,394,6.3,0,0,7,24.2,0.4802,1.42,1.12,1
238.9,7.41,173,5.6,0,0,7,59.2,0.4802,1.42,1.32,1
544,7.41,295,5.9,0,0,7,24.5,0.4802,1.42,0.82,1
549.5,4.6,338,5.6,0,0.06,7,22.9,0.4802,1.42,0.9,1
39.8,4.6,413,5.7,0,0.073,7,82.2,0.4802,1.42,0.9,1
10,4.6,174,6.1,0,0,7,44.8,0.4802,1.42,1.21,1
10,4.6,163,5.5,1,0,7,18.7,0.4802,1.42,0.93,1
10,4.6,115,5.5,0,0,7,57.7,0.4802,1.42,0.84,1
51,3.3,359,5.8,0,0,7,30.3,0.4802,1.42,1.18,1
14,3.3,453,5.5,0,0,7,42.5,0.4802,1.42,1.02,1
148.4,2.5,340,5.8,0,0.046,7,13.6,0.4802,1.42,0.99,1
11,2.5,361,6.1,1,0,7,22,0.4802,1.42,0.92,1
126,2.5,415,6.2,0,0.106,7,28.9,0.4802,1.42,0.87,1
45,5.6,263,5.9,1,0.089,7,60.8,0.4802,1.42,0.84,1
577.7,3.9,524,6.9,1,0,7,17,0.4802,1.42,1.35,1
10,3.9,206,5.8,0,0.068,7,32.4,0.4802,1.42,1.13,1
35,3.9,131,5.5,0,0.035,7,55.5,0.4802,1.42,1.02,1
33,3.9,323,5.7,0,0,7,25.3,0.4802,1.42,0.71,1
15,3.9,251,6,0,0,7,53.2,0.4802,1.42,0.81,1
35,3.9,131,5.6,0,0.035,7,51.7,0.4802,1.42,0.85,1
35,3.9,90,5.5,0,0,7,76.3,0.4802,1.42,0.73,1
10,3.9,255,5.6,0,0.063,7,39.2,0.4802,1.42,1.15,1
24.9,2.4,303,5.7,0,0,7,72,0.4802,1.42,1.03,1
6,2.4,65,5.6,0,0,7,64.4,0.4802,1.42,1.4,1
37.2,3.2,295,5.5,0,0.127,7,47.5,0.4802,1.42,0.82,1
92,3.2,234,5.7,0,0.075,7,28.4,0.4802,1.42,1.03,1
25,3.2,487,7,0,0.093,7,15.7,0.4802,1.42,1.05,1
22.9,9.2,454,8.8,2,0,7,17.8,0.4802,1.42,1.09,1
10,9.2,20,5.6,3,0,16,231.7,0.4802,1.42,0.92,1
35,9.2,13,5.6,3,0.032,6,150.7,0.4802,1.42,1.23,1
39.8,7.4,118,6,3,0.059,58,52.7,0.4802,1.42,0.69,1
35,7.4,150,6.2,3,0.071,88,44.6,0.4802,1.42,0.98,1
34.8,23.1,27,5.6,3,0.056,8,116.6,0.4802,1.42,0.97,1
35,23.1,116,5.8,3,0.043,52,40,0.4802,1.42,0.9,1
35,23.1,291,6,3,0,159,30,0.4802,1.42,1.02,1
35,23.1,61,5.6,3,0.089,21,53.9,0.4802,1.42,1.27,1
35,23.1,174,5.6,3,0,99,46.8,0.4802,1.42,0.86,1
35,23.1,105,5.5,3,0,61,61.7,0.4802,1.42,0.79,1
35,23.1,319,6,3,0,197,34.4,0.4802,1.42,0.86,1
32.7,5.9,84,5.5,3,0,38,73.3,0.4802,1.42,1.07,1
35,5.9,409,7.4,0,0,38,17.6,0.4802,1.42,1.06,1
35,5.9,134,5.6,3,0,90,138.6,0.4802,1.42,1.18,1
35,5.9,337,6.1,3,0.061,211,33.7,0.4802,1.42,0.8,1
35,5.9,230,5.7,3,0,136,34.3,0.4802,1.42,0.87,1
35,5.9,25,5.5,3,0.054,6,132,0.4802,1.42,1.15,1
35,5.9,148,5.6,3,0.045,73,65.2,0.4802,1.42,0.94,1
35,5.9,141,5.6,3,0.039,117,80.3,0.4802,1.42,1.33,1
35,5.9,178,5.8,3,0.058,83,54.7,0.4802,1.42,0.81,1
35,5.9,153,5.6,3,0.08,73,33.4,0.4802,1.42,0.77,1
20,5.9,410,6,5,0,73,33.4,0.4802,1.42,0.77,0
35,5.9,213,6,3,0.043,96,33.2,0.4802,1.42,0.77,1
35,5.9,161,5.9,3,0,72,32.5,0.4802,1.42,0.8,1
35,5.9,86,5.5,3,0,36,89.2,0.4802,1.42,1.07,1
35,5.9,38,5.5,3,0.13,6,116.4,0.4802,1.42,0.95,1
10,5.9,376,6.3,0,0,6,44.2,0.4802,1.42,0.95,1
35,5.9,170,5.5,3,0.046,97,38.8,0.4802,1.42,1.1,1
35,5.9,272,5.5,3,0,166,57.9,0.4802,1.42,0.76,1
19,5.9,243,6.1,1,0,166,35.7,0.4802,1.42,1.09,1
38.4,9.6,246,5.5,3,0,152,44.8,0.4802,1.42,0.88,1
24.7,4.7,249,5.6,3,0,123,49.7,0.4802,1.42,1.24,1
35,4.7,178,5.7,4,0,150,66.5,0.4802,1.42,1.11,1
31.1,5,384,6.2,0,0,150,57.6,0.4802,1.42,1.01,1
10,5,341,5.8,0,0.058,150,21.8,0.4802,1.42,0.92,1
45.2,4.2,311,5.9,1,0,150,47,0.4802,1.42,0.93,1
35,4.2,310,6,3,0,216,34.2,0.4802,1.42,0.71,1
99.7,4.7,289,5.7,0,0.06,216,21.4,0.4802,1.42,0.89,1
31.9,4,317,5.9,1,0.044,216,34.1,0.4802,1.42,0.77,1
10,4,225,5.6,1,0,216,63,0.4802,1.42,1.14,1
46,4,516,6.2,1,0.05,216,17.8,0.4802,1.42,0.88,1
18,4,171,5.9,1,0,216,66.8,0.4802,1.42,0.8,1
22.9,4,404,5.7,1,0,216,34.3,0.4802,1.42,0.83,1
17,4,270,5.8,0,0,216,17.5,0.4802,1.42,0.97,1
35,4,92,5.5,0,0.044,216,86.9,0.4802,1.42,1.05,1
