Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
10,0,87,5.9,0,0.047,30,44.9,0.04685,0.16,1.28,1
10,0,286,5.9,1,0.048,30,48.6,0.04685,0.16,1.13,1
32.9,0,224,5.5,0,0.038,30,55.9,0.04685,0.16,1.13,1
10,0,299,6.4,0,0,30,24.1,0.04685,0.16,1.04,1
8.136,0.25,61,5.97,5,0.068,4,26,0.01622,0.14,0.04,1
27.1,0.25,233,5.8,0,0.066,4,67,0.01622,0.14,0.88,1
50.9,11,114,5.5,0,0,4,37.4,0.01622,0.14,1.08,1
87.3,11,294,5.6,0,0.075,4,43.2,0.01622,0.14,1.16,1
10,11,161,5.6,1,0.05,4,27.4,0.01622,0.14,0.92,1
10,11,141,5.9,0,0,4,37.1,0.01622,0.14,0.96,1
10,11,17,5.5,0,0,4,88.5,0.01622,0.14,0.94,1
7.2,11,263,6,0,0,4,26.8,0.01622,0.14,0.86,1
10,11,201,5.5,1,0,4,84.4,0.01622,0.14,1.09,1
64,11,405,5.8,0,0,4,81.3,0.01622,0.14,0.76,1
10,11,154,6.2,0,0,4,33.5,0.01622,0.14,1.18,1
128.9,11,706,5.5,0,0,4,29,0.01622,0.14,1.01,1
34.6,11,526,5.6,1,0,4,45.2,0.01622,0.14,0.84,1
36,11,545,6.8,1,0.083,4,15.7,0.01622,0.14,0.87,1
105,11,526,6.5,1,0.058,4,18.3,0.01622,0.14,0.95,1
101.5,8.9,163,5.8,0,0,4,31.3,0.01622,0.14,0.78,1
10,0,189,5.9,1,0,4,70.2,0.01622,0.14,1,1
35,0,441,7,0,0.056,4,32.2,0.01622,0.14,1.1,1
10,0,84,5.9,0,0.037,4,57.4,0.01622,0.14,1.07,1
69,5.6,229,5.5,1,0.048,4,38.5,0.01622,0.14,0.71,1
30.5,14.4,185,5.8,0,0,4,32.8,0.01622,0.14,1.02,1
25,14.4,120,5.9,0,0.083,4,77.2,0.01622,0.14,1.07,1
10,14.4,153,5.7,1,0,4,64.2,0.01622,0.14,0.75,1
23.6,21.3,126,5.5,1,0,4,33.1,0.01622,0.14,1.21,1
566.3,21.3,132,5.5,0,0,4,82.1,0.01622,0.14,0.83,1
89.9,21.3,346,5.8,1,0,4,25.7,0.01622,0.14,0.88,1
94,4.4,698,6.7,1,0.038,4,24.7,0.01622,0.14,0.85,1
47,5.6,317,5.8,1,0,4,101,0.01622,0.14,0.79,1
59.8,11.6,209,6.1,0,0,4,27.5,0.01622,0.14,1.02,1
10,11.6,379,5.5,0,0.063,4,42.2,0.01622,0.14,0.84,1
25.1,11.6,80,5.6,1,0,4,53.2,0.01622,0.14,1.12,1
16,11.6,782,6.6,0,0,4,37,0.01622,0.14,1.1,1
10,11.6,77,5.7,3,0,21,57.2,0.01622,0.14,0.76,1
10.5,11.6,577,6.1,0,0,21,63.9,0.01622,0.14,0.91,1
18,11.6,450,5.8,0,0,21,62.8,0.01622,0.14,0.82,1
10,11.6,547,6.3,0,0,21,63.9,0.01622,0.14,0.82,1
10,11.6,146,5.6,0,0,21,112.8,0.01622,0.14,0.61,1
10,11.6,294,5.7,0,0,21,109.3,0.01622,0.14,0.72,1
10,11.6,485,5.7,0,0,21,63.9,0.01622,0.14,0.85,1
10,11.6,40,5.5,0,0,21,54,0.01622,0.14,1.2,1
89.9,4.1,282,5.5,1,0,21,37.3,0.01622,0.14,0.73,1
11,4.1,651,5.7,1,0,21,26.4,0.01622,0.14,0.93,1
99.5,9.2,92,5.5,0,0,21,35.1,0.01622,0.14,1.21,1
10,9.2,131,5.6,0,0,21,37.4,0.01622,0.14,0.84,1
10.1,9.2,518,5.6,0,0,21,33.5,0.01622,0.14,0.85,1
115.9,9.2,145,5.5,1,0,21,70.4,0.01622,0.14,0.9,1
10,9.2,85,6,1,0.078,21,53.6,0.01622,0.14,0.81,1
10,9.2,121,6.4,1,0,21,48.1,0.01622,0.14,0.89,1
10,9.2,52,5.5,0,0.053,21,52.2,0.01622,0.14,0.94,1
14.1,9.2,499,6,1,0,21,64,0.01622,0.14,0.9,1
95.8,9.2,681,5.9,1,0,21,9.8,0.01622,0.14,0.94,1
21.2,9.2,196,5.5,1,0,21,53.5,0.01622,0.14,1.16,1
10,9.2,236,5.7,0,0,21,27.4,0.01622,0.14,0.96,1
10,9.2,277,5.7,1,0,21,46.5,0.01622,0.14,0.8,1
10,9.2,459,6.7,1,0,21,37.3,0.01622,0.14,1.17,1
18.4,9.2,65,5.6,0,0,21,65.1,0.01622,0.14,1.16,1
10,9.2,209,6,0,0,21,18.9,0.01622,0.14,1,1
61.8,9.2,637,5.9,1,0,21,59.2,0.01622,0.14,0.82,1
125.7,9.2,361,6,1,0.069,21,46.6,0.01622,0.14,0.84,1
186.7,9.2,242,5.7,1,0,21,26.8,0.01622,0.14,1.08,1
474,9.2,692,6.2,1,0,21,27.2,0.01622,0.14,0.8,1
38.6,9.2,83,5.8,1,0.068,21,42.9,0.01622,0.14,1.15,1
10,9.2,382,5.5,1,0,21,84.4,0.01622,0.14,0.74,1
10,9.2,360,5.6,0,0.044,21,36,0.01622,0.14,0.76,1
29,9.2,510,6.3,0,0,21,28.9,0.01622,0.14,1.03,1
54.9,10.4,155,5.5,1,0.066,21,31.5,0.01622,0.14,0.99,1
13,10.4,405,6.9,1,0,21,19.2,0.01622,0.14,1.03,1
10,10.4,93,5.6,1,0,21,118.6,0.01622,0.14,1.13,1
49.9,5.5,298,5.7,0,0,21,47.7,0.01622,0.14,0.85,1
32.8,7.2,636,6.1,1,0,21,88.7,0.01622,0.14,0.77,1
10,7.2,130,5.9,1,0.083,21,31,0.01622,0.14,1.11,1
10,7.2,233,6.7,1,0,21,21.5,0.01622,0.14,1.11,1
10,7.2,39,5.5,3,0,13,44.2,0.01622,0.14,0.94,1
10,7.2,301,7.5,0,0,13,33.8,0.01622,0.14,1.07,1
10,7.2,26,5.5,3,0.063,14,98.1,0.01622,0.14,1.33,1
10,7.2,81,5.5,3,0,29,81.8,0.01622,0.14,0.99,1
10,7.2,146,6.4,4,0,27,42.8,0.01622,0.14,1.14,1
568.7,7.2,465,6.1,1,0,27,21.6,0.01622,0.14,0.73,1
10,7.2,67,5.8,1,0,27,40.1,0.01622,0.14,0.84,1
10,7.2,79,5.6,1,0,27,113.8,0.01622,0.14,0.81,1
10,7.2,95,5.6,0,0,27,69.3,0.01622,0.14,0.99,1
10,7.2,238,5.9,1,0,27,32.1,0.01622,0.14,0.95,1
573.1,7.2,327,5.8,0,0,27,25.7,0.01622,0.14,0.84,1
24.6,7.2,77,5.6,0,0,27,113.6,0.01622,0.14,1.06,1
25,7.2,320,5.5,0,0,27,114.4,0.01622,0.14,0.87,1
15,7.2,708,7.2,1,0,27,50.2,0.01622,0.14,0.9,1
55.7,7.2,308,6.1,0,0,27,24,0.01622,0.14,1,1
20,7.2,532,5.8,0,0,27,25.2,0.01622,0.14,0.85,1
622.6,7.2,510,6.6,1,0,27,32.9,0.01622,0.14,0.96,1
625.4,7.2,346,5.7,0,0,27,34.5,0.01622,0.14,0.9,1
21.8,7.3,198,5.5,1,0,27,46.6,0.01622,0.14,0.65,1
16,7.3,530,6.4,1,0.065,27,31.1,0.01622,0.14,0.92,1
40.6,7.3,448,6.3,0,0,27,29.9,0.01622,0.14,1.18,1
256.1,5.7,508,6,1,0,27,29,0.01622,0.14,0.88,1
14,5.7,672,6.3,1,0,27,30,0.01622,0.14,0.97,1
10,5.7,585,7.1,0,0,27,14.7,0.01622,0.14,1.13,1
15.4,5.7,507,5.5,0,0,27,30.8,0.01622,0.14,1.13,1
532.3,5.7,437,5.9,0,0,27,22.4,0.01622,0.14,0.9,1
10,5.7,439,7.1,0,0,27,28.8,0.01622,0.14,1.18,1
10,5.7,109,5.9,1,0,27,33.6,0.01622,0.14,1.15,1
10,5.7,88,5.5,0,0,27,35.4,0.01622,0.14,1.22,1
58,3.8,414,5.7,1,0.081,27,93.1,0.01622,0.14,0.78,1
10,3.8,112,5.8,1,0.042,27,34.8,0.01622,0.14,1.1,1
10,3.8,265,6.6,0,0,27,52,0.01622,0.14,1.4,1
23.1,3.8,202,6.2,1,0,27,33.2,0.01622,0.14,0.94,1
39,3.8,929,7,1,0,27,23.9,0.01622,0.14,0.79,1
39.5,3.8,98,5.9,4,0,27,110.7,0.01622,0.14,1,1
10,3.8,96,5.6,0,0,27,34.7,0.01622,0.14,1.02,1
10,3.8,73,5.6,1,0.07,27,36.1,0.01622,0.14,1.04,1
10,3.8,119,5.7,0,0.083,27,34.5,0.01622,0.14,1.13,1
49,3.8,357,5.8,0,0.031,27,28,0.01622,0.14,0.93,1
157.4,6.9,175,5.7,1,0.025,27,27.2,0.01622,0.14,1.15,1
35,6.9,759,6.8,1,0.057,27,23.6,0.01622,0.14,0.76,1
439.2,6.9,394,6.1,0,0.041,27,28.4,0.01622,0.14,0.98,1
44,6.9,264,5.8,1,0.028,27,45.6,0.01622,0.14,0.9,1
137.5,6.9,226,5.8,1,0.027,27,27.6,0.01622,0.14,0.92,1
32.2,6.9,127,5.5,0,0.04,27,50.2,0.01622,0.14,0.9,1
541.8,5.2,236,5.5,0,0.066,27,79.8,0.01622,0.14,0.62,1
14,27.2,46,5.5,1,0,27,109.9,0.01622,0.14,0.95,1
10,27.2,163,5.5,0,0,27,34.8,0.01622,0.14,0.97,1
62.3,27.2,413,6,0,0.052,27,21.8,0.01622,0.14,1.16,1
10,27.2,494,5.8,1,0.068,27,95.9,0.01622,0.14,0.91,1
10,27.2,639,6.8,1,0,27,21.8,0.01622,0.14,1.04,1
593.3,27.2,288,5.8,1,0,27,23.2,0.01622,0.14,0.92,1
11,27.2,470,6.2,1,0,27,36.4,0.01622,0.14,1.01,1
10,27.2,360,5.6,0,0,27,58.8,0.01622,0.14,0.69,1
10,0,108,5.8,1,0,27,99.5,0.01622,0.14,0.89,1
27.8,0,196,5.8,0,0,27,73.2,0.01622,0.14,0.95,1
58.1,0,368,5.5,1,0,27,36.1,0.01622,0.14,0.87,1
575.7,0,237,5.7,0,0,27,66.4,0.01622,0.14,0.91,1
563.8,0,287,5.8,0,0,27,30.3,0.01622,0.14,1.1,1
25.9,0,123,5.5,0,0,27,100.5,0.01622,0.14,0.89,1
227.8,8.1,189,5.8,0,0,27,62.3,0.01622,0.14,0.94,1
37.4,8.1,444,5.6,1,0,27,96.2,0.01622,0.14,0.77,1
10,8.1,49,6.1,0,0,27,48.8,0.01622,0.14,1.08,1
10,8.1,331,8.1,0,0,27,59.3,0.01622,0.14,1.12,1
10,8.1,83,5.6,4,0,29,102.3,0.01622,0.14,1.05,1
614.5,8.1,290,5.8,0,0,29,32.7,0.01622,0.14,0.99,1
30,8.1,601,9.1,5,0.075,29,22,0.01622,0.14,1.17,1
30,8.1,16,5.5,3,0.073,6,114,0.01622,0.14,1.32,1
30,8.1,96,6.1,3,0,49,54.3,0.01622,0.14,0.9,1
30,8.1,80,6,3,0,45,75.7,0.01622,0.14,0.95,1
30,8.1,82,6.1,3,0,24,72.3,0.01622,0.14,0.9,1
38.5,12.3,59,5.8,3,0,22,46,0.01622,0.14,1.18,1
30,12.3,39,5.5,3,0,9,102.5,0.01622,0.14,1.08,1
25.4,12.3,36,5.5,3,0,9,170.6,0.01622,0.14,1,1
51.8,12.3,160,5.7,3,0.065,54,37.9,0.01622,0.14,0.79,1
30,12.3,264,6,3,0,93,57.3,0.01622,0.14,1.29,1
30,12.3,60,5.6,3,0,16,74.7,0.01622,0.14,0.83,1
26.8,12.3,145,5.7,3,0,58,43.1,0.01622,0.14,0.93,1
15.5,12.3,238,5.7,3,0,79,58,0.01622,0.14,0.79,1
30,12.3,230,5.7,3,0,61,52.8,0.01622,0.14,0.79,1
38.5,8.7,249,5.8,3,0,68,26.4,0.01622,0.14,0.92,1
33.2,8.7,74,5.6,3,0,23,112.4,0.01622,0.14,0.78,1
30,8.7,62,5.7,3,0,14,80.3,0.01622,0.14,0.94,1
30,8.7,244,5.8,3,0,94,47.8,0.01622,0.14,1.18,1
30,8.7,211,5.7,3,0,70,53.2,0.01622,0.14,0.91,1
30,8.7,114,5.5,3,0,28,74.3,0.01622,0.14,1.14,1
30,8.7,289,5.9,3,0,97,64,0.01622,0.14,0.87,1
30,8.7,98,5.6,3,0,32,35.5,0.01622,0.14,1.25,1
30,8.7,99,5.5,3,0,30,65.8,0.01622,0.14,0.97,1
26.3,10.9,223,5.8,3,0,72,28.6,0.01622,0.14,0.8,1
30,10.9,182,5.6,3,0,59,35.5,0.01622,0.14,0.79,1
30,10.9,146,5.7,3,0,60,109.4,0.01622,0.14,0.7,1
29.4,10.9,70,5.5,3,0.065,35,51.9,0.01622,0.14,1.08,1
47.9,10.9,229,5.8,3,0.048,68,36.5,0.01622,0.14,0.88,1
39.2,7.6,385,7.2,0,0,68,27.9,0.01622,0.14,1,1
23.7,7.6,216,5.7,3,0,70,51.3,0.01622,0.14,1.04,1
23.5,7.6,74,5.5,3,0,17,61.4,0.01622,0.14,0.96,1
19.5,7.6,140,5.6,3,0.05,47,50,0.01622,0.14,1.02,1
30,7.6,340,5.7,3,0.069,120,26.2,0.01622,0.14,0.9,1
25,7.6,220,6,5,0,120,26.2,0.01622,0.14,0.9,0
17.8,7.6,153,5.5,3,0.04,68,59.2,0.01622,0.14,0.98,1
16.1,16.7,353,6.6,0,0,68,31.9,0.01622,0.14,1.07,1
30,16.7,121,5.5,3,0,52,50.7,0.01622,0.14,1.06,1
26.4,16.7,389,6.3,0,0,52,43.2,0.01622,0.14,0.86,1
30,16.7,115,5.5,3,0,46,75.8,0.01622,0.14,1.35,1
30,16.7,29,5.5,3,0.052,21,96.6,0.01622,0.14,1.2,1
13.3,16.7,462,6.2,0,0,21,26.8,0.01622,0.14,0.89,1
30,16.7,169,5.9,0,0,21,38.5,0.01622,0.14,0.9,1
30,16.7,364,5.7,0,0,21,40.7,0.01622,0.14,0.82,1
17.8,16.7,181,6,0,0,21,37.3,0.01622,0.14,0.97,1
30.7,16.7,124,5.5,0,0,21,50.2,0.01622,0.14,0.7,1
26.2,16.7,161,5.5,0,0,21,51.9,0.01622,0.14,0.99,1
30,16.7,185,5.6,0,0.048,21,46.4,0.01622,0.14,0.87,1
30,0,60,5.7,0,0,21,76.5,0.01622,0.14,0.87,1
30,0,135,6.1,0,0.04,21,65.9,0.01622,0.14,1.24,1
127.3,7.3,120,5.5,0,0.037,21,59.9,0.01622,0.14,0.8,1
30,7.3,233,5.5,3,0.071,80,41.7,0.01622,0.14,1.02,1
33,7.3,426,5.8,0,0,80,28.9,0.01622,0.14,0.75,1
30,7.3,34,5.5,0,0,80,69,0.01622,0.14,0.99,1
23.7,7.3,430,5.8,0,0,80,25.1,0.01622,0.14,0.85,1
25.8,7.3,110,5.6,0,0,80,28,0.01622,0.14,0.93,1
27.2,7.3,167,5.6,0,0,80,39.3,0.01622,0.14,0.85,1
23.3,7.3,140,5.5,0,0.08,80,59.4,0.01622,0.14,0.74,1
30,7.3,138,5.6,0,0,80,55.1,0.01622,0.14,0.89,1
35,7.3,468,6.1,1,0,80,36,0.01622,0.14,0.81,1
9.1,19.5,185,5.7,0,0.058,80,59.9,0.01622,0.14,0.92,1
49.7,19.5,292,5.7,0,0,80,37.1,0.01622,0.14,0.74,1
19,19.5,364,5.6,0,0,80,26.2,0.01622,0.14,0.76,1
25.8,19.5,160,5.5,0,0,80,45.6,0.01622,0.14,0.79,1
28.9,11.8,271,5.8,0,0.063,80,39.5,0.01622,0.14,0.87,1
28.7,16,73,5.7,0,0,80,49.8,0.01622,0.14,0.89,1
22.2,16,159,5.5,0,0,80,63.1,0.01622,0.14,1.01,1
36,16,308,5.8,1,0,80,59.9,0.01622,0.14,0.76,1
252.7,16,391,5.8,1,0,80,52.6,0.01622,0.14,0.96,1
34,16,292,5.9,0,0,80,59.6,0.01622,0.14,1.01,1
8,16,442,6.1,1,0,80,51.7,0.01622,0.14,0.9,1
12,16,364,6.2,1,0,80,58.8,0.01622,0.14,0.97,1
30,16,277,5.9,0,0,80,58.5,0.01622,0.14,0.93,1
38,7.3,159,5.7,1,0,80,65.4,0.01622,0.14,1.02,1
44.5,7.3,190,5.7,0,0,80,105,0.01622,0.14,0.93,1
47.7,8.2,180,5.7,1,0,80,62.5,0.01622,0.14,0.85,1
29.5,8.2,308,5.6,1,0,80,59.5,0.01622,0.14,0.98,1
30,8.2,197,5.7,0,0.043,80,44.4,0.01622,0.14,0.96,1
14,8.2,347,6.1,0,0.052,80,52.8,0.01622,0.14,0.92,1
22.2,13.2,258,5.6,1,0,80,54.6,0.01622,0.14,0.94,1
11,13.2,247,6,1,0,80,54.8,0.01622,0.14,0.72,1
49,9.5,311,5.9,0,0,80,59.8,0.01622,0.14,0.82,1
24.5,9.5,129,5.7,1,0,80,59.9,0.01622,0.14,0.79,1
36,9.5,355,5.7,1,0.059,80,58.7,0.01622,0.14,0.88,1
11.7,9.5,364,6.7,0,0.047,80,62.1,0.01622,0.14,0.97,1
27,14.5,142,5.5,0,0,80,52.5,0.01622,0.14,0.96,1
55.4,10.4,279,6.1,1,0,80,56.1,0.01622,0.14,0.96,1
10,0,195,5.5,1,0,80,58.2,0.01622,0.14,0.98,1
8.4,0,188,5.9,1,0,80,59.9,0.01622,0.14,0.88,1
30,0,343,6.4,0,0,80,52.8,0.01622,0.14,1.04,1
10,0,133,6.1,1,0,80,49.4,0.01622,0.14,1,1
23.2,0,321,6.1,1,0,80,46.4,0.01622,0.14,0.84,1
10,0,204,5.7,1,0,80,45.6,0.01622,0.14,0.88,1
30,0,136,5.5,1,0,80,69.2,0.01622,0.14,0.88,1
48.8,0,335,5.9,0,0.032,80,55.1,0.01622,0.14,0.84,1
10,0,152,5.7,1,0.052,80,143.4,0.01622,0.14,1,1
10,0,56,5.5,0,0,80,210.1,0.01622,0.14,0.96,1
30,0,200,5.5,1,0,80,56.3,0.01622,0.14,0.79,1
49.5,5.8,427,5.7,0,0,80,28.8,0.01622,0.14,0.72,1
35,5.8,21,5.5,0,0.075,80,100.3,0.01622,0.14,0.98,1
10,5.8,55,5.6,0,0.04,80,45.9,0.01622,0.14,1.28,1
10.5,16.6,139,5.5,0,0.098,80,45.1,0.01622,0.14,0.83,1
10,16.6,90,6,1,0,80,32.3,0.01622,0.14,1.04,1
40,16.6,505,6.1,1,0,80,36.9,0.01622,0.14,0.91,1
22.5,16.6,55,5.5,0,0,80,96.8,0.01622,0.14,0.75,1
15.9,16.6,344,5.5,0,0,80,23.2,0.01622,0.14,0.75,1
10,16.6,462,6.8,1,0,80,46.5,0.01622,0.14,0.97,1
45.3,16.6,67,5.5,0,0,80,68.7,0.01622,0.14,1.07,1
10,16.6,222,6.1,1,0,80,17.4,0.01622,0.14,0.99,1
22,14.1,192,5.6,1,0,80,52.8,0.01622,0.14,0.83,1
25.7,14.1,174,5.5,1,0,80,36.9,0.01622,0.14,0.89,1
58.7,4.9,199,6,0,0,80,32.6,0.01622,0.14,1.05,1
16,4.9,339,6.2,1,0,80,21,0.01622,0.14,0.91,1
24.9,11.7,395,6.6,1,0,80,16.5,0.01622,0.14,0.93,1
12,11.7,253,6.1,1,0.098,80,32.3,0.01622,0.14,0.96,1
10,11.7,349,5.7,1,0,80,24.1,0.01622,0.14,1.11,1
42,11.7,561,6.3,1,0,80,55.8,0.01622,0.14,0.76,1
588.9,11.7,167,5.8,0,0.041,80,25.2,0.01622,0.14,1.01,1
27.8,11.7,225,6.6,0,0,80,78.5,0.01622,0.14,1.2,1
10,11.7,201,5.7,1,0,80,110.7,0.01622,0.14,1.07,1
10,11.7,149,6,1,0.04,80,41.5,0.01622,0.14,1.11,1
175.4,11.7,180,5.9,1,0,80,42.5,0.01622,0.14,1.05,1
10,11.7,171,5.8,1,0.065,80,69.4,0.01622,0.14,0.86,1
10,11.7,56,5.5,0,0.054,80,57.1,0.01622,0.14,1.15,1
23.5,24.5,97,5.7,1,0.062,80,57,0.01622,0.14,1.07,1
30,24.5,152,5.5,1,0,80,55.4,0.01622,0.14,1.04,1
29,24.5,355,6.4,1,0.042,80,22.4,0.01622,0.14,0.96,1
25.2,24.5,110,5.5,0,0,80,37.7,0.01622,0.14,0.97,1
10,24.5,108,5.5,1,0,80,56.3,0.01622,0.14,1.37,1
11,24.5,139,6.3,0,0,80,31,0.01622,0.14,1.24,1
10,24.5,524,5.8,1,0,80,47.7,0.01622,0.14,1.34,1
30,24.5,557,6.3,1,0,80,32.1,0.01622,0.14,0.89,1
28.5,24.5,124,5.6,0,0,80,48.7,0.01622,0.14,0.9,1
16.9,14.5,309,6.1,1,0,80,29.6,0.01622,0.14,1.19,1
10,14.5,220,5.8,0,0,80,47.5,0.01622,0.14,1,1
41.2,4.2,333,5.9,0,0,80,57.3,0.01622,0.14,1.14,1
23.3,4.2,223,5.6,0,0,80,53.8,0.01622,0.14,1.09,1
33.9,4.2,195,5.6,0,0,80,34.9,0.01622,0.14,1.1,1
22.2,4.2,230,6.2,1,0,80,38.7,0.01622,0.14,1.21,1
23.3,14.9,159,5.5,0,0,80,54.2,0.01622,0.14,1.01,1
38.1,9.3,224,5.7,1,0,80,54.4,0.01622,0.14,0.99,1
30,9.3,154,5.5,0,0.054,80,54.4,0.01622,0.14,1,1
30,9.3,117,5.5,0,0,80,35.2,0.01622,0.14,0.96,1
37.7,9.1,169,5.5,0,0.093,80,66.4,0.01622,0.14,1.04,1
30,9.1,128,5.5,0,0.063,80,59.3,0.01622,0.14,0.93,1
30,9.1,178,5.9,1,0.122,80,59.2,0.01622,0.14,1,1
30,9.1,153,5.6,0,0.048,80,35,0.01622,0.14,0.89,1
30,9.1,251,5.5,0,0.048,80,63.8,0.01622,0.14,0.73,1
16,9.1,216,5.5,0,0.063,80,54.3,0.01622,0.14,0.84,1
43.8,10.4,178,5.7,1,0,80,54.4,0.01622,0.14,0.76,1
30,10.4,180,5.6,0,0.083,80,51.5,0.01622,0.14,1.07,1
10,10.4,166,6.1,1,0,80,73.3,0.01622,0.14,0.99,1
10,10.4,207,6.2,1,0,80,45.8,0.01622,0.14,0.98,1
19.6,10.4,118,5.5,0,0.055,80,51.4,0.01622,0.14,0.93,1
29.3,10.4,214,5.5,1,0,80,37.3,0.01622,0.14,0.79,1
10,10.4,50,5.6,0,0.049,80,63.6,0.01622,0.14,1.11,1
30,10.4,118,5.6,0,0,80,63.4,0.01622,0.14,1.09,1
10,10.4,39,5.5,0,0,80,73.3,0.01622,0.14,1.43,1
28.6,10.4,144,5.7,0,0,80,113.8,0.01622,0.14,0.97,1
32.8,10.4,174,5.6,0,0,80,58.5,0.01622,0.14,0.89,1
47.9,10.4,34,5.5,0,0,80,124,0.01622,0.14,1.32,1
18.6,10.4,300,5.5,0,0,80,59.2,0.01622,0.14,0.82,1
31.9,4.3,436,5.7,1,0.054,80,39.8,0.01622,0.14,1.06,1
109.3,4.3,105,5.6,0,0.067,80,51.3,0.01622,0.14,0.73,1
172.5,10.8,139,5.5,0,0.038,80,79.7,0.01622,0.14,1.09,1
63.1,16.1,47,5.5,0,0,80,42.9,0.01622,0.14,1.01,1
39.5,9,176,5.5,0,0,80,62,0.01622,0.14,0.98,1
158.7,9,289,6.3,0,0,80,22.2,0.01622,0.14,1.06,1
26.1,9,155,5.6,1,0,80,39.6,0.01622,0.14,0.82,1
30,9,178,5.5,0,0.052,80,58.5,0.01622,0.14,0.89,1
142.7,9,322,6.6,0,0,80,22.8,0.01622,0.14,1.12,1
30,9,111,6,0,0,80,90.1,0.01622,0.14,1.03,1
525,9,640,7.1,0,0,80,26.4,0.01622,0.14,1.14,1
30,9,355,5.9,0,0,80,71.6,0.01622,0.14,0.93,1
10,9,48,5.6,0,0,80,55.1,0.01622,0.14,1.19,1
36.5,7.8,381,6.1,1,0,80,25.6,0.01622,0.14,1.03,1
206.3,7.8,457,6.7,1,0,80,30.2,0.01622,0.14,1.22,1
44.5,5.8,500,6,1,0,80,53.5,0.01622,0.14,0.83,1
24,5.8,497,6.3,1,0,80,27.3,0.01622,0.14,0.77,1
102.4,5.8,130,5.5,0,0.026,80,63.2,0.01622,0.14,0.94,1
10,5.8,255,5.7,1,0,80,61.1,0.01622,0.14,1.12,1
10,0,157,5.6,0,0,80,76,0.01622,0.14,0.9,1
9,0,402,6.3,1,0.06,80,26.1,0.01622,0.14,0.99,1
15,0,383,5.5,1,0,80,55.4,0.01622,0.14,0.99,1
47.1,7.1,445,5.8,1,0,80,55.5,0.01622,0.14,0.78,1
11.6,7.1,466,5.8,1,0,80,22.6,0.01622,0.14,1.12,1
22,7.1,623,6.1,0,0,80,23.1,0.01622,0.14,0.91,1
39.7,7.1,286,6.5,0,0,80,47.3,0.01622,0.14,0.98,1
46.2,7.1,215,5.5,1,0,80,82.5,0.01622,0.14,0.79,1
11,7.1,298,5.9,1,0,80,51.2,0.01622,0.14,1.06,1
10,7.1,329,6.6,0,0.058,80,113.7,0.01622,0.14,1.36,1
102.7,7.1,103,5.6,0,0.054,80,56.8,0.01622,0.14,0.96,1
47.8,7.1,448,5.7,1,0,80,45.1,0.01622,0.14,0.79,1
36.6,7.1,141,5.5,0,0.069,80,27.2,0.01622,0.14,0.93,1
10,7.1,98,5.5,0,0,80,44.4,0.01622,0.14,1.24,1
48,7.1,459,5.6,1,0.041,80,32.8,0.01622,0.14,0.73,1
10,7.1,371,6.5,1,0.071,80,31.8,0.01622,0.14,0.92,1
46.6,7.1,185,5.5,1,0,80,28.7,0.01622,0.14,0.89,1
14,7.1,652,6.4,0,0.045,80,27.7,0.01622,0.14,1.31,1
17.8,7.1,147,5.8,0,0,80,49.3,0.01622,0.14,0.98,1
369.5,3.7,356,5.6,1,0,80,33.3,0.01622,0.14,0.74,1
30,3.7,311,5.5,1,0.035,80,27.6,0.01622,0.14,0.92,1
10,3.7,160,5.6,1,0,80,66,0.01622,0.14,1.19,1
10,3.7,311,6,0,0.071,80,20.9,0.01622,0.14,0.87,1
10,3.7,67,5.6,0,0,80,47.7,0.01622,0.14,1.22,1
10,3.7,239,5.7,1,0,80,37,0.01622,0.14,0.95,1
30,3.7,186,5.6,1,0,80,57.7,0.01622,0.14,0.94,1
22.7,3.7,241,5.6,0,0,80,40.9,0.01622,0.14,0.84,1
114.9,3.7,625,5.7,1,0,80,20.6,0.01622,0.14,0.79,1
68,3.7,609,5.7,1,0,80,34.2,0.01622,0.14,0.76,1
36,6.4,444,6.8,1,0.08,80,33.8,0.01622,0.14,0.94,1
555.9,6.4,243,5.7,0,0,80,26.3,0.01622,0.14,0.86,1
10,6.4,212,5.6,0,0,80,93.9,0.01622,0.14,0.86,1
10,6.4,64,5.9,0,0,80,74.8,0.01622,0.14,1.22,1
10,6.4,50,5.6,1,0.06,80,101.8,0.01622,0.14,1.27,1
201.7,6.4,569,7.1,1,0.073,80,18.1,0.01622,0.14,1.16,1
59.1,6,341,5.9,1,0,80,36.7,0.01622,0.14,0.93,1
3.5,5.3,311,5.7,1,0,80,52.6,0.01622,0.14,1.02,1
10,5.3,55,5.7,0,0,80,94.9,0.01622,0.14,1.06,1
10,5.3,133,5.9,1,0,80,30.2,0.01622,0.14,1.16,1
10,5.3,123,6.1,1,0,80,40,0.01622,0.14,1.06,1
10,5.3,641,6.3,0,0.046,80,25.7,0.01622,0.14,0.91,1
10,5.3,60,5.6,0,0,80,75.9,0.01622,0.14,1.18,1
85.3,5.3,247,5.6,1,0.106,80,31,0.01622,0.14,1.22,1
10,5.3,255,5.5,0,0.089,80,26.1,0.01622,0.14,0.94,1
54.1,5.3,190,5.5,1,0,80,56.5,0.01622,0.14,0.71,1
11.1,5.5,458,5.6,1,0.068,80,50.2,0.01622,0.14,1.13,1
